dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
1,0,6,35,64,0,6,13,0.9375,254,1.0,0,0.0,0.259615385,0,0,17.92307692,2,1.0,0
4,0,2,2,0,0,2,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
1,0,13,7,21,13,0,7,2.0,7,0.0,0,0.0,0.464285714,0,0,0.0,1,1.0,0
1,0,6,15,4,6,1,9,0.791666667,101,1.0,1,0.0,0.361111111,1,1,9.888888889,7,1.5556,0
1,0,17,46,97,0,17,17,0.898395722,277,1.0,4,0.0,0.211764706,0,0,13.77777778,3,1.0556,1
1,0,4,15,6,4,0,8,0.80952381,82,1.0,0,0.0,0.34375,1,1,8.875,6,1.625,0
2,0,3,7,4,3,0,2,0.966666667,122,0.1,10,0.846153846,0.444444444,1,1,27.0,1,0.5,0
4,0,18,41,10,0,18,4,2.0,157,0.0,0,0.933333333,0.5,0,0,30.4,12,3.6,0
4,0,1,2,0,1,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
1,0,8,42,27,0,8,13,0.769230769,280,1.0,3,0.0,0.241758242,0,0,18.64285714,1,0.8571,1
1,0,3,5,3,0,3,3,2.0,14,0.0,0,0.0,0.5,0,0,3.666666667,1,0.6667,1
4,0,2,2,0,0,2,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
1,0,3,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,0,5,14,0,3,2,8,0.666666667,122,1.0,2,0.0,0.40625,1,1,13.875,10,2.125,0
1,0,4,2,1,2,2,2,2.0,2,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
1,0,11,27,6,0,11,5,0.75,138,1.0,2,0.0,0.333333333,0,0,26.2,11,2.8,0
1,0,12,23,137,8,4,18,0.946296296,242,1.0,2,0.0,0.37037037,0,0,10.15789474,1,0.8947,0
1,0,4,1,0,1,3,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,0,9,38,103,6,3,15,0.811764706,239,1.0,2,0.0,0.242647059,0,0,12.0,6,1.3333,0
1,0,7,9,36,4,3,9,2.0,9,0.0,0,0.0,0.285714286,0,0,0.0,1,1.0,0
4,0,11,26,15,0,11,4,2.0,103,0.0,0,0.918032787,0.5,0,0,16.16666667,6,1.6667,0
2,0,5,11,3,4,1,3,2.0,33,0.0,0,0.882352941,0.555555556,1,1,10.0,1,0.6667,0
2,0,4,14,4,0,4,4,0.666666667,68,1.0,0,0.8125,0.4375,1,1,15.75,4,1.5,0
1,0,74,63,1417,71,3,55,0.98005698,318,1.0,5,0.0,0.113286713,1,1,4.309090909,6,1.0909,0
1,0,23,66,159,0,23,21,0.915584416,439,1.0,6,0.0,0.165584416,0,0,17.47826087,5,1.2609,0
1,0,27,28,378,24,3,28,2.0,28,0.0,0,0.0,0.228571429,0,0,0.0,1,1.0,0
2,0,1,10,4,0,1,4,0.666666667,49,1.0,0,0.8125,0.4375,1,1,11.0,3,1.25,0
3,0,1,41,2,0,1,2,0.833333333,236,1.0,0,0.888888889,0.35,1,2,45.6,2,0.8,0
1,0,6,12,66,3,3,12,2.0,12,0.0,0,0.0,0.333333333,0,0,0.0,1,1.0,0
1,0,18,23,98,15,3,16,0.923809524,122,1.0,3,0.0,0.1796875,1,1,6.1875,6,1.3125,0
1,0,2,5,3,0,2,3,2.0,11,0.0,0,0.0,0.5,0,0,2.666666667,1,0.6667,1
1,0,1,6,1,1,0,2,2.0,20,0.0,0,0.0,0.5,0,0,9.0,1,0.5,0
1,0,5,2,1,3,2,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,0,4,14,4,1,4,4,0.666666667,73,1.0,0,0.8125,0.4375,1,1,17.0,4,1.5,0
1,0,4,25,182,4,0,21,0.95,153,1.0,0,0.0,0.210884354,1,1,5.80952381,7,1.2857,0
1,0,13,74,0,0,13,23,0.444444444,901,1.0,2,0.0,0.204545455,0,0,34.92,1,0.92,1
1,0,19,56,54,0,19,11,0.898148148,224,1.0,4,0.0,0.173076923,0,0,15.53846154,4,1.1538,1
2,0,4,21,55,2,2,14,0.846153846,161,0.0,0,0.409090909,0.476190476,2,2,10.07142857,13,1.7857,0
1,0,5,4,6,4,1,4,2.0,4,0.0,0,0.0,0.45,0,0,0.0,1,1.0,0
1,0,1,2,0,0,1,1,2.0,7,1.0,1,0.0,1.0,0,0,3.0,0,0.0,0
1,0,3,5,3,0,3,3,2.0,14,0.0,0,0.0,0.5,0,0,3.666666667,1,0.6667,0
4,0,2,2,0,0,2,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
1,0,2,6,15,2,0,6,2.0,6,0.0,0,0.0,0.916666667,0,0,0.0,1,1.0,0
4,0,11,21,3,0,11,3,2.0,73,0.0,0,0.965517241,0.833333333,0,0,23.33333333,3,1.3333,0
1,0,8,13,78,2,6,13,2.0,13,0.0,0,0.0,0.326923077,0,0,0.0,1,1.0,0
1,0,3,22,30,1,3,12,0.696969697,124,1.0,1,0.0,0.277777778,1,1,9.083333333,7,1.4167,0
4,0,5,10,1,0,5,2,2.0,34,0.0,0,0.98245614,0.75,0,0,16.0,1,0.5,0
2,0,2,5,1,1,1,2,2.0,11,0.0,0,0.9375,0.75,1,1,4.5,1,0.5,0
1,0,6,3,3,6,0,3,2.0,3,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
1,0,6,24,8,2,4,4,0.875,118,0.5,0,0.0,0.416666667,0,0,21.8,2,1.0,0
1,0,7,3,3,4,3,3,2.0,3,0.0,0,0.0,0.583333333,0,0,0.0,1,1.0,0
2,0,3,6,1,2,1,2,2.0,21,0.0,0,0.9375,0.75,1,1,9.5,3,1.5,1
1,0,3,11,17,0,3,6,0.666666667,61,1.0,0,0.0,0.541666667,0,0,7.428571429,1,0.7143,0
1,0,3,2,1,2,1,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,0,6,10,45,2,4,10,2.0,10,0.0,0,0.0,0.4,0,0,0.0,1,1.0,0
1,0,16,21,14,13,3,8,0.80952381,111,1.0,0,0.0,0.34375,1,1,12.5,7,1.875,1
1,0,1,11,15,0,1,6,0.833333333,57,1.0,0,0.0,0.428571429,0,0,6.714285714,3,1.1429,0
1,0,25,92,238,0,25,27,0.920987654,487,0.933333333,7,0.0,0.140740741,0,0,15.85714286,5,1.25,0
1,0,8,33,285,5,3,26,0.956666667,172,1.0,4,0.0,0.132867133,1,1,5.153846154,6,1.1923,0
1,0,26,99,222,0,26,22,0.936111111,653,1.0,6,0.0,0.12745098,0,0,24.52,7,1.88,0
1,0,22,92,0,8,14,17,0.909502262,643,1.0,0,0.0,0.303921569,0,0,34.0,9,3.9444,0
1,0,6,22,3,1,5,3,2.0,129,0.0,0,0.0,0.5,0,0,42.0,17,6.0,0
1,0,8,33,0,0,8,8,0.5,362,1.0,3,0.0,0.375,0,0,38.77777778,1,0.7778,0
1,0,5,15,6,4,1,8,0.80952381,71,1.0,1,0.0,0.34375,1,1,7.5,6,1.5,0
1,0,11,35,427,9,2,31,0.977777778,206,0.833333333,4,0.0,0.148387097,1,1,5.064516129,7,1.1935,0
1,0,2,20,0,1,1,7,0.611111111,96,1.0,0,0.0,0.392857143,0,0,12.28571429,3,1.1429,0
1,0,3,5,3,0,3,3,2.0,14,0.0,0,0.0,0.5,0,0,3.666666667,1,0.6667,0
4,0,5,10,1,0,5,2,2.0,35,0.0,0,0.98245614,0.75,0,0,16.5,1,0.5,0
1,0,2,3,1,0,2,2,1.0,10,1.0,1,0.0,0.75,0,0,3.5,1,0.5,0
1,0,4,7,21,2,2,7,2.0,7,0.0,0,0.0,0.357142857,0,0,0.0,1,1.0,1
1,0,2,4,6,2,0,4,2.0,4,0.0,0,0.0,0.875,0,0,0.0,1,1.0,0
1,0,16,114,165,0,16,11,0.898809524,746,1.0,3,0.0,0.13968254,0,0,32.54545455,5,1.1818,1
1,0,3,24,184,3,0,21,0.95,113,1.0,0,0.0,0.357142857,0,0,3.904761905,1,0.9524,0
1,0,4,3,3,3,1,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
4,0,21,56,78,0,21,14,2.0,565,0.0,0,0.788732394,0.3125,0,0,34.3125,5,2.125,0
1,0,11,65,0,0,11,24,0.56,669,1.0,2,0.0,0.302222222,0,0,24.61538462,1,0.9231,0
1,0,5,10,4,0,5,4,0.75,29,1.0,1,0.0,0.4375,0,0,4.4,1,0.6,0
4,0,12,14,1,0,12,2,2.0,31,0.0,0,0.98245614,0.75,0,0,14.5,1,0.5,0
1,0,7,28,13,0,7,9,0.777777778,121,1.0,2,0.0,0.317460317,0,0,10.6,1,0.8,0
1,0,3,5,10,3,0,5,2.0,5,0.0,0,0.0,0.533333333,0,0,0.0,1,1.0,0
1,0,5,24,86,3,2,16,0.914285714,126,1.0,2,0.0,0.1796875,1,1,6.4375,6,1.3125,0
1,0,7,16,6,4,3,5,0.75,79,1.0,0,0.0,0.333333333,0,0,14.4,7,2.0,0
1,0,8,6,15,3,5,6,2.0,6,0.0,0,0.0,0.452380952,0,0,0.0,1,1.0,0
1,0,11,17,4,2,9,4,0.666666667,74,1.0,1,0.0,0.5,0,0,17.25,6,2.0,0
1,0,2,19,1,0,2,3,1.0,74,0.5,0,0.0,0.5,0,0,23.0,1,0.6667,0
1,0,5,24,231,5,0,23,0.954545455,114,1.0,0,0.0,0.295652174,0,0,3.47826087,1,0.9565,0
1,0,3,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
3,0,0,2,0,0,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
1,0,4,13,0,3,1,5,0.0,38,1.0,0,0.0,0.533333333,0,0,6.4,1,0.8,1
1,0,1,23,149,0,1,18,0.944444444,177,1.0,0,0.0,0.473684211,0,0,7.736842105,3,1.4737,0
1,0,6,14,42,5,1,13,0.833333333,82,1.0,1,0.0,0.353846154,0,0,4.846153846,1,0.9231,0
1,0,18,72,47,0,18,16,0.666666667,679,1.0,3,0.0,0.179487179,0,0,29.63636364,3,1.0909,1
1,0,5,18,6,0,5,4,0.5,73,1.0,1,0.0,0.583333333,0,0,13.2,1,0.6,0
4,0,2,2,0,0,2,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
1,0,6,18,33,0,6,9,0.904761905,93,1.0,3,0.0,0.26984127,0,0,7.6,1,0.8,0
1,0,5,15,9,0,5,5,0.2,87,1.0,1,0.0,0.5,0,0,13.33333333,4,1.6667,0
3,0,7,32,40,0,7,11,0.864583333,186,1.0,1,0.657142857,0.461538462,2,2,12.69230769,4,1.1538,0
4,0,2,2,0,0,2,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
1,0,3,14,0,1,2,8,0.666666667,122,1.0,2,0.0,0.40625,1,1,13.875,10,2.125,0
1,0,4,12,1,3,1,7,0.444444444,85,1.0,0,0.0,0.571428571,0,0,10.71428571,4,1.1429,0
2,0,2,11,4,0,2,4,0.666666667,51,1.0,0,0.8125,0.4375,1,1,11.5,4,1.5,0
1,0,2,2,1,2,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
4,0,7,23,13,0,7,6,0.8,164,1.0,0,0.918032787,0.388888889,1,2,26.16666667,3,1.1667,0
1,0,9,33,238,7,2,24,0.966555184,166,0.846153846,2,0.0,0.182291667,1,1,5.375,6,1.2083,0
1,0,6,44,53,0,6,11,0.9,180,1.0,0,0.0,0.545454545,0,0,15.27272727,6,2.0909,0
3,0,1,2,0,1,0,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
1,0,7,16,15,0,7,6,0.9,92,1.0,2,0.0,0.366666667,0,0,11.42857143,2,0.8571,0
1,0,4,15,37,4,0,11,0.9,103,1.0,0,0.0,0.290909091,1,1,7.909090909,7,1.5455,0
1,0,1,8,1,1,0,2,2.0,32,0.0,0,0.0,0.5,0,0,15.0,2,1.0,0
1,0,22,110,563,0,22,40,0.931677019,1202,1.0,9,0.0,0.131578947,0,0,26.41860465,2,1.093,0
4,0,8,12,6,0,8,4,2.0,56,0.0,0,0.949152542,0.875,0,0,13.0,1,0.75,1
3,1,1,8,6,1,0,4,2.0,20,0.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
2,0,2,12,3,1,1,3,2.0,33,0.0,0,0.882352941,0.555555556,1,1,10.0,1,0.6667,0
4,0,13,30,9,0,13,2,0.8,131,1.0,1,0.936507937,0.466666667,1,3,20.16666667,1,0.6667,0
1,0,11,46,79,0,11,18,0.847058824,174,1.0,4,0.0,0.194444444,0,0,8.388888889,3,1.1111,0
1,0,4,6,6,0,4,4,1.0,26,1.0,1,0.0,0.4,0,0,5.25,3,1.25,1
1,0,3,10,8,1,3,3,0.75,26,1.0,0,0.0,0.5,0,0,4.0,1,0.6,0
1,0,19,68,70,0,19,16,0.836842105,562,1.0,8,0.0,0.148606811,0,0,26.6,1,0.9,0
1,0,4,4,1,3,1,3,0.5,14,1.0,0,0.0,0.666666667,0,0,3.333333333,1,0.6667,0
1,0,36,166,490,0,36,37,0.91547619,2090,1.0,9,0.0,0.126388889,0,0,49.46341463,7,1.7073,0
1,0,9,20,190,4,5,20,2.0,20,0.0,0,0.0,0.407142857,0,0,0.0,1,1.0,0
1,0,4,10,3,0,4,3,2.0,27,0.0,0,0.0,0.833333333,0,0,8.0,1,0.6667,0
1,0,15,21,63,14,1,14,0.91025641,112,1.0,1,0.0,0.285714286,1,1,6.571428571,6,1.3571,1
1,0,11,33,9,0,11,7,0.791666667,194,1.0,2,0.0,0.25,0,0,26.14285714,16,3.0,0
1,0,1,11,7,1,0,7,0.833333333,83,1.0,0,0.0,0.357142857,1,1,10.42857143,7,1.8571,0
1,0,6,7,21,3,3,7,2.0,7,0.0,0,0.0,0.464285714,0,0,0.0,1,1.0,0
4,0,19,36,34,0,19,9,2.0,175,0.0,0,0.875,0.314814815,0,0,18.44444444,1,0.8889,1
1,0,2,19,83,0,2,15,0.928571429,123,1.0,2,0.0,0.20952381,1,1,6.733333333,7,1.4,0
1,0,4,3,3,2,2,3,2.0,3,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
1,0,2,1,0,1,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,0,2,26,20,0,2,7,1.0,127,0.285714286,0,0.0,0.452380952,0,0,14.0,4,1.25,0
1,0,5,19,58,4,1,13,0.916666667,84,1.0,2,0.0,0.230769231,1,1,5.0,2,1.0,0
1,0,24,13,78,19,5,13,2.0,13,0.0,0,0.0,0.32967033,0,0,0.0,1,1.0,0
1,0,9,29,26,1,8,9,0.803030303,199,1.0,0,0.0,0.431818182,0,0,15.08333333,4,1.1667,0
1,2,4,21,8,2,2,5,0.25,99,1.0,0,0.0,0.45,0,0,18.6,1,0.8,0
1,0,6,2,1,4,2,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,0,2,30,31,0,2,9,0.8,196,1.0,0,0.6,0.363636364,0,0,16.36363636,1,0.9091,0
1,0,3,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,0,24,91,238,0,24,19,0.899159664,641,1.0,6,0.0,0.16091954,0,0,20.51724138,4,1.4483,1
5,0,3,8,6,2,1,4,2.0,20,0.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
2,0,4,33,58,1,4,12,0.8515625,254,1.0,0,0.483870968,0.198529412,0,0,13.47058824,4,1.1176,0
1,0,6,1,0,3,3,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,0,9,26,0,6,3,12,0.833333333,183,0.5,1,0.0,0.277777778,1,1,12.61538462,10,1.6154,0
1,0,10,11,55,3,7,11,2.0,11,0.0,0,0.0,0.337662338,0,0,0.0,1,1.0,1
1,0,27,25,108,25,4,17,0.90625,158,1.0,1,0.0,0.245098039,1,1,7.941176471,7,1.4118,0
1,0,3,18,28,0,3,8,2.0,43,0.0,0,0.0,0.4375,0,0,4.375,2,1.125,0
1,0,9,16,13,3,6,5,0.8,43,1.0,0,0.0,0.266666667,0,0,6.0,2,0.8333,0
4,0,19,79,114,0,19,13,0.933333333,616,1.0,1,0.788732394,0.265625,0,0,37.375,34,4.1875,0
3,0,6,56,123,1,5,17,0.836734694,445,1.0,1,0.522727273,0.309090909,1,1,18.59090909,5,1.4545,1
1,0,9,5,10,5,4,5,2.0,5,0.0,0,0.0,0.433333333,0,0,0.0,1,1.0,0
1,0,18,6,6,18,0,5,0.5,30,1.0,0,0.0,0.8,0,0,4.6,1,0.8,0
1,0,5,29,223,3,2,23,0.954545455,134,1.0,2,0.0,0.204968944,1,1,4.347826087,2,1.0,0
1,0,2,11,55,2,0,11,2.0,11,0.0,0,0.0,0.954545455,0,0,0.0,1,1.0,0
1,0,17,43,576,13,4,36,0.968067227,227,1.0,6,0.0,0.122685185,1,1,4.833333333,6,1.1389,0
4,0,4,20,45,0,4,7,2.0,138,0.0,0,0.861538462,0.625,0,0,12.8,2,1.0,0
4,0,3,5,1,0,3,2,2.0,13,0.0,0,0.98245614,0.75,0,0,5.5,1,0.5,0
1,0,1,6,6,1,0,5,0.75,24,1.0,0,0.0,0.7,0,0,3.4,1,0.8,0
1,0,4,6,0,3,1,5,0.5,30,1.0,0,0.0,0.6,0,0,4.6,1,0.8,0
1,0,5,4,6,2,3,4,2.0,4,0.0,0,0.0,0.55,0,0,0.0,1,1.0,0
1,0,3,34,10,2,1,5,1.25,149,1.0,0,0.0,0.228571429,0,0,28.6,6,1.8,0
4,0,8,11,1,0,8,2,2.0,32,0.0,0,0.98245614,1.0,0,0,15.0,1,0.5,0
1,0,3,3,3,2,1,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
1,0,4,7,3,4,0,3,1.5,36,1.0,0,0.0,0.5,0,0,10.33333333,2,1.3333,0
2,0,6,22,6,0,6,4,0.75,102,1.0,0,0.8125,0.4375,1,1,19.0,2,0.8,0
1,0,0,10,28,0,0,9,0.925,45,1.0,0,0.0,0.481481481,0,0,3.444444444,1,0.8889,0
1,0,6,18,120,5,1,17,0.9375,84,1.0,1,0.0,0.294117647,0,0,3.470588235,1,0.9412,0
1,0,3,21,9,0,3,5,0.6,63,1.0,0,0.0,0.4,0,0,9.333333333,2,0.8333,0
2,0,2,10,4,0,2,4,0.666666667,53,1.0,0,0.8125,0.4375,1,1,12.0,4,1.5,0
4,0,2,2,0,0,2,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
1,0,5,6,15,2,3,6,2.0,6,0.0,0,0.0,0.777777778,0,0,0.0,1,1.0,0
5,0,3,8,6,2,1,4,2.0,20,0.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
1,0,13,20,190,7,6,20,2.0,20,0.0,0,0.0,0.328571429,0,0,0.0,1,1.0,1
3,0,6,9,1,2,4,1,1.0,38,1.0,0,0.956521739,0.666666667,1,1,17.5,3,1.5,0
1,0,7,16,91,5,2,15,0.946428571,75,1.0,3,0.0,0.244444444,0,0,3.466666667,1,0.9333,1
1,0,2,3,1,0,2,2,2.0,7,0.0,0,0.0,1.0,0,0,2.5,1,0.5,0
2,0,4,19,0,2,2,4,0.333333333,113,1.0,0,0.571428571,0.583333333,1,1,26.75,1,0.75,0
1,0,1,2,0,0,1,1,2.0,8,0.25,1,0.0,1.0,0,0,3.0,0,0.0,0
3,0,9,2,0,9,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
1,0,6,1,0,6,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,0,6,20,153,5,1,19,0.944444444,94,1.0,1,0.0,0.294736842,0,0,3.473684211,1,0.9474,0
1,0,3,15,79,3,0,14,0.945054945,68,1.0,0,0.0,0.339285714,0,0,3.357142857,1,0.9286,0
2,0,6,15,0,4,3,4,0.333333333,75,1.0,0,0.571428571,0.5,1,1,17.25,1,0.75,0
1,0,8,10,45,6,2,10,2.0,10,0.0,0,0.0,0.58,0,0,0.0,1,1.0,0
4,0,2,2,0,0,2,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
1,0,8,57,77,0,8,18,0.858024691,314,1.0,2,0.0,0.277777778,0,0,15.05263158,4,1.2632,0
1,0,7,29,12,0,7,8,0.775,238,1.0,2,0.0,0.45,0,0,24.88888889,6,2.2222,0
1,0,5,21,63,4,1,14,0.91025641,112,1.0,1,0.0,0.285714286,1,1,6.571428571,6,1.3571,1
1,7,19,36,65,8,12,11,0.884615385,209,1.0,2,0.0,0.214285714,0,0,13.5,3,1.2143,0
2,0,4,14,4,0,4,4,0.666666667,68,1.0,0,0.8125,0.4375,1,1,15.75,4,1.5,0
1,0,6,34,0,0,6,11,0.454545455,132,1.0,1,0.0,0.238636364,0,0,9.833333333,2,1.0,0
1,0,8,29,25,0,8,9,0.8,197,1.0,2,0.0,0.314814815,0,0,18.2,5,1.5,1
1,0,1,8,15,1,0,7,0.833333333,34,1.0,0,0.0,0.357142857,0,0,3.428571429,1,0.8571,0
5,0,2,8,6,1,1,4,2.0,20,0.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
3,23,55,128,730,23,32,39,0.674418605,860,1.0,0,0.232142857,0.185606061,0,0,18.5,5,1.5,0
3,0,1,2,0,1,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
1,0,2,10,3,0,2,2,1.0,30,1.0,0,0.0,0.666666667,0,0,8.666666667,1,0.3333,0
1,0,4,4,6,2,2,4,2.0,4,0.0,0,0.0,0.625,0,0,0.0,1,1.0,0
1,0,6,4,6,4,2,4,2.0,4,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,0,16,53,154,0,16,16,0.892307692,389,1.0,4,0.0,0.176870748,0,0,16.9047619,1,0.9524,1
1,0,5,19,0,0,5,6,0.333333333,105,1.0,1,0.0,0.611111111,0,0,13.71428571,1,0.7143,0
4,0,2,2,0,0,2,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
1,0,4,8,28,2,2,8,2.0,8,0.0,0,0.0,0.541666667,0,0,0.0,1,1.0,0
1,0,2,7,4,0,2,3,0.833333333,25,1.0,0,0.0,0.555555556,0,0,4.75,1,0.5,0
1,0,30,93,139,0,30,16,0.931623932,506,1.0,7,0.0,0.138888889,0,0,24.94736842,8,1.5789,1
3,0,2,8,6,2,0,4,2.0,20,0.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
1,0,4,4,1,3,1,3,0.5,14,1.0,0,0.0,0.666666667,0,0,3.333333333,1,0.6667,0
1,0,7,15,55,6,1,14,0.846153846,86,1.0,1,0.0,0.342857143,0,0,4.714285714,1,0.8571,1
2,0,7,54,119,0,6,17,0.8456690607650733,420,1.0,1,0.44698677164007117,0.2949888412651906,0,0,17.89351104447929,4,1.3967014355228111,1
1,0,21,81,144,0,21,17,0.7853653248731468,659,1.0,4,0.0,0.17000752216038734,0,0,24.980620941465567,3,1.2733695834767988,1
1,0,16,52,153,0,16,16,0.892395052465861,387,1.0,4,0.0,0.17737146045158375,0,0,16.859891097874637,1,0.9538808731357861,1
1,0,3,3,3,1,1,3,2.0,5,0.0,0,0.0,0.8789723642442497,0,0,0.8875359956228532,1,0.9193229780052169,1
1,0,5,7,6,0,5,4,1.3278644525941214,35,0.6721355474058786,0,0.3111933786111488,0.5557356149822077,0,0,7.7909495076044415,2,1.0860677737029394,1
1,0,2,5,3,0,2,3,2.0,11,0.0,0,0.0,0.5,0,0,2.905047051671282,1,0.6667,1
2,0,8,53,116,0,7,17,0.8513876692539666,405,1.0,1,0.39850764766643537,0.2859625491529743,0,0,17.44712838657868,4,1.3597063837014318,1
1,0,6,16,57,5,1,14,0.863575874907262,93,1.0,1,0.0,0.32732664867378963,0,0,5.219026780824863,2,0.9929918256940702,1
2,0,5,9,4,0,5,3,2.0,39,0.0,0,0.6000702466747974,0.73708132523028,0,0,9.199574295356978,1,0.7193636650444862,1
2,0,19,48,46,0,19,10,1.303292649530066,205,0.6323058305935795,2,0.32173239823061794,0.22519311947235693,0,0,16.60697450872476,2,1.0563978145242392,1
1,0,5,19,73,4,1,14,0.9235124323040735,98,1.0,1,0.0,0.2705901150654078,0,0,5.433625578022565,4,1.2017898914204672,1
1,0,6,6,27,2,3,6,2.0,6,0.0,0,0.0,0.6925260896088642,0,0,0.0,1,1.0,1
2,0,6,54,114,0,5,16,0.83063978013398,430,1.0,1,0.47553034771966207,0.30301145797942,0,0,18.595599467489276,4,1.4005608913694965,1
2,0,7,55,128,0,6,16,0.8458874280832243,435,1.0,1,0.43663539564945686,0.28731457845051084,0,0,18.31320485573778,4,1.3718053830353563,1
1,0,3,6,15,1,2,5,2.0,9,0.0,0,0.0,0.40296858061321655,0,0,1.176193571669958,1,0.8930840043449204,1
1,0,6,30,5,0,6,9,0.5559555531199563,163,1.0,1,0.0,0.34795665367609374,0,0,15.108770339519447,1,0.930562957279898,1
3,0,19,36,34,0,19,9,1.9550718347623213,176,0.040775141554763916,0,0.8393217511395816,0.3090354323900262,0,0,18.32595257589678,1,0.899701334997857,1
1,0,12,47,38,0,12,12,0.8219717784945759,257,1.0,3,0.0,0.21366022972596052,0,0,17.372826992904628,2,0.9784820637560486,1
1,0,13,23,17,8,4,8,0.8064529942449571,138,1.0,0,0.0,0.3344202651593134,0,0,14.33788313749899,6,1.754086635690856,1
