wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
1,4,1,0,2,0,0,0,1,2.0,24,0.0,0,1.0,1.0,0,0,7.0,0,0.0,2
34,3,0,59,83,541,55,9,29,0.96969697,1017,0.8,5,0.733333333,0.284848485,2,4,28.61764706,7,2.2059,0
2,1,0,22,2,1,22,0,2,2.0,5,0.0,0,0.0,0.6,0,0,0.0,1,1.0,0
1,1,0,0,2,0,0,0,1,2.0,121,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
6,1,0,0,6,15,0,0,6,2.0,6,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
6,1,0,2,6,15,1,1,6,2.0,6,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
3,1,0,0,3,3,0,0,3,2.0,3,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,2
15,1,0,0,15,105,0,0,15,2.0,15,0.0,0,0.0,0.488888889,0,0,0.0,1,1.0,0
5,1,0,3,14,0,2,1,4,1.185483871,236,0.064516129,0,0.0,0.5,0,0,40.0,9,2.2,0
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,2
18,1,1,6,28,47,5,1,18,0.720588235,357,1.0,1,0.0,0.179012346,0,0,18.38888889,3,1.7778,0
3,3,0,0,4,1,0,0,2,0.5,247,0.0,0,0.974358974,1.0,0,0,81.0,1,0.3333,0
4,1,0,3,9,2,3,0,2,0.666666667,395,1.0,0,0.0,0.5,0,0,97.25,1,0.5,0
10,1,0,0,15,37,0,0,10,0.777777778,64,1.0,0,0.0,0.375,0,0,5.0,1,0.8,0
8,1,0,0,8,28,0,0,8,2.0,8,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
2,1,0,2,2,1,1,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
3,4,0,2,6,3,0,2,3,2.0,17,0.0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,0
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,3,0,0,4,1,0,0,2,2.0,9,0.0,0,1.0,0.75,0,0,3.5,0,0.0,1
14,1,0,0,14,91,0,0,14,2.0,14,0.0,0,0.0,0.206349206,0,0,0.0,1,1.0,0
3,1,0,0,14,3,0,0,2,2.0,102,0.0,0,0.0,0.333333333,0,0,33.0,1,0.6667,0
11,1,0,38,16,25,38,0,11,0.05,191,0.0,0,0.0,0.409090909,1,1,16.0,7,1.1818,0
53,1,0,29,143,1146,10,20,20,0.906177156,6637,0.090909091,6,0.0,0.192307692,1,1,123.6037736,147,13.3585,0
1,5,1,1,2,0,1,0,1,2.0,8,0.0,0,1.0,1.0,0,0,5.0,0,0.0,1
1,1,0,3,1,0,1,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,1,0,2,2,1,1,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
6,3,1,4,18,3,2,3,4,0.8,192,0.666666667,0,0.9375,0.611111111,3,3,30.5,3,1.3333,1
17,4,0,2,27,136,0,2,17,2.0,123,0.0,0,0.854545455,0.317647059,0,0,6.235294118,3,1.1765,0
9,2,0,6,19,0,2,4,1,0.625,120,1.0,0,0.5,0.388888889,1,2,12.0,2,1.0,0
5,4,0,3,8,10,0,3,5,2.0,28,0.0,0,0.953488372,0.6,1,4,4.6,1,0.8,0
29,1,0,8,37,0,6,2,28,0.813909774,1200,1.0,2,0.0,0.333333333,0,0,39.72413793,6,2.8621,0
4,4,0,6,20,0,1,6,1,0.666666667,103,0.5,0,0.962025316,0.5,3,11,24.25,4,1.5,0
2,2,0,1,6,1,0,1,2,2.0,13,0.0,0,0.928571429,1.0,0,0,5.5,1,0.5,1
3,4,0,2,7,3,0,2,3,2.0,19,0.0,0,0.979166667,0.666666667,0,0,5.333333333,1,0.6667,0
10,2,0,8,43,25,1,8,5,2.0,592,0.0,0,0.571428571,0.328571429,1,7,58.2,13,2.8,2
10,1,1,0,15,45,0,0,9,2.0,53,0.0,0,0.0,0.228571429,0,0,4.3,1,0.9,1
16,1,0,0,16,120,0,0,16,2.0,16,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
12,1,0,3,22,0,3,1,6,0.53030303,332,0.0,0,0.0,0.35,0,0,26.16666667,8,2.75,0
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
18,1,0,0,18,153,0,0,18,2.0,18,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
6,2,0,7,8,0,6,1,6,0.981818182,62,0.0,1,0.642857143,0.375,0,0,7.5,1,0.8333,2
7,4,0,3,10,21,0,3,7,2.0,39,0.0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0
10,1,0,7,16,0,6,1,1,0.066666667,471,0.0,0,0.0,0.566666667,0,0,45.6,7,2.8,0
18,2,0,7,54,141,1,6,9,0.891176471,1405,0.15,2,0.2,0.189814815,0,0,75.94444444,4,1.1667,0
1,4,0,0,2,0,0,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
35,1,0,0,35,595,0,0,35,2.0,35,0.0,0,0.0,0.371428571,0,0,0.0,1,1.0,0
19,1,0,0,19,171,0,0,19,2.0,19,0.0,0,0.0,0.438596491,0,0,0.0,1,1.0,0
15,4,0,3,18,105,0,3,15,2.0,83,0.0,0,0.854166667,0.533333333,1,6,4.533333333,1,0.9333,0
41,2,0,13,75,0,1,12,22,0.608823529,7413,0.882352941,3,0.152173913,0.170833333,1,4,179.3902439,2,1.0488,1
23,4,0,2,26,253,0,2,23,2.0,127,0.0,0,0.810344828,0.52173913,0,0,4.52173913,1,0.9565,0
10,2,0,6,39,37,1,5,7,0.709876543,967,1.0,2,0.333333333,0.285714286,0,0,93.9,1,0.8,0
11,1,1,3,13,35,3,0,11,0.9,87,0.1,2,0.0,0.393939394,0,0,6.0,1,0.9091,1
4,1,0,0,4,6,0,0,4,2.0,4,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
6,1,2,5,18,13,3,3,5,0.8,127,0.0,1,0.0,0.533333333,0,0,20.0,14,3.3333,1
5,1,14,17,6,10,15,2,5,1.25,13,1.0,0,0.0,0.533333333,0,0,1.4,1,0.8,0
24,1,6,10,39,234,7,9,0,1.023550725,268,0.0,1,0.0,0.195652174,0,0,9.166666667,2,0.9583,0
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,2
14,1,0,0,15,81,0,0,14,0.876923077,75,1.0,0,0.0,0.392857143,0,0,4.0,1,0.7143,0
62,1,0,24,130,753,10,17,39,0.850197852,2272,0.862068966,12,0.0,0.138248848,0,0,35.17741935,6,1.3226,1
3,1,0,0,3,3,0,0,3,2.0,3,0.0,0,0.0,0.777777778,0,0,0.0,1,1.0,2
9,4,0,3,12,36,0,3,9,2.0,50,0.0,0,0.911111111,0.555555556,1,6,4.555555556,1,0.8889,0
10,1,0,4,21,0,2,2,10,0.0,93,1.0,0,0.0,0.533333333,0,0,8.2,2,1.1,0
15,1,0,0,16,105,0,0,15,2.0,34,0.0,0,0.0,0.285714286,0,0,1.266666667,1,0.9333,0
5,1,1,4,21,0,3,2,4,0.25,264,1.0,1,0.0,0.44,0,0,50.6,22,6.0,0
4,2,0,2,8,4,0,2,2,0.666666667,31,1.0,1,0.666666667,0.5,0,0,6.5,1,0.5,0
6,1,0,0,6,15,0,0,6,2.0,6,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
7,1,0,1,9,13,1,0,4,0.875,208,1.0,0,0.0,0.25,0,0,28.14285714,4,1.5714,1
8,2,0,2,32,10,1,2,7,1.040816327,223,0.214285714,0,0.588235294,0.46875,1,1,25.125,6,1.5,0
0,1,0,2,0,0,1,1,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
9,1,0,9,22,18,7,2,3,1.028846154,366,0.153846154,1,0.0,0.317460317,0,0,38.22222222,17,4.6667,0
45,1,0,23,108,602,7,17,16,0.942775974,2550,0.071428571,15,0.0,0.153030303,0,0,54.42222222,2,1.0222,0
1,1,0,16,1,0,16,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
5,4,0,2,8,10,0,2,5,2.0,28,0.0,0,0.959183673,0.6,0,0,4.6,1,0.8,0
0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,2
8,1,0,2,8,28,1,1,8,2.0,8,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
9,4,0,3,12,36,0,3,9,2.0,50,0.0,0,0.911111111,0.555555556,1,4,4.555555556,1,0.8889,0
61,3,0,25,109,1294,16,22,48,0.89047619,2553,0.952380952,1,0.602739726,0.226229508,2,10,40.50819672,12,2.4918,0
3,4,0,2,7,3,0,2,3,2.0,19,0.0,0,0.979166667,0.666666667,0,0,5.333333333,1,0.6667,0
22,1,0,0,22,231,0,0,22,2.0,22,0.0,0,0.0,0.281818182,0,0,0.0,1,1.0,0
7,4,0,3,10,21,0,3,7,2.0,39,0.0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0
11,4,0,3,14,55,0,3,11,2.0,61,0.0,0,0.891304348,0.545454545,1,6,4.545454545,1,0.9091,0
5,3,0,3,10,10,1,2,5,2.0,76,0.0,0,0.985507246,0.55,1,1,14.2,2,0.4,0
3,1,0,1,5,0,1,0,3,1.0,224,1.0,0,0.0,0.833333333,0,0,72.66666667,8,4.6667,0
70,1,0,17,192,1069,1,16,22,0.922959573,7218,1.0,15,0.0,0.148033126,0,0,101.0285714,3,1.0429,0
20,1,0,0,20,190,0,0,20,2.0,20,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
5,1,3,12,15,8,7,9,3,0.75,191,1.0,0,0.0,0.333333333,0,0,36.6,1,0.6,0
7,4,0,3,10,21,0,3,7,2.0,39,0.0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0
3,1,0,0,3,3,0,0,3,2.0,3,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
5,1,0,0,5,10,0,0,5,2.0,5,0.0,0,0.0,0.6,0,0,0.0,1,1.0,2
12,1,0,0,24,0,0,0,12,0.303030303,178,0.0,0,0.0,0.4375,0,0,13.58333333,2,1.25,0
4,3,0,6,13,0,1,6,1,0.666666667,84,0.5,0,0.94,0.5,2,7,19.5,2,1.0,0
7,4,0,3,10,21,0,3,7,2.0,39,0.0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0
5,1,0,2,10,4,1,1,0,0.875,185,0.5,1,0.0,0.333333333,0,0,35.6,3,1.0,0
5,1,0,4,9,0,3,1,5,0.166666667,233,1.0,1,0.0,0.533333333,0,0,45.0,4,1.4,0
10,2,0,6,38,13,1,5,7,0.524691358,1265,0.944444444,2,0.333333333,0.314285714,0,0,123.7,1,0.8,0
16,1,0,0,16,120,0,0,16,2.0,16,0.0,0,0.0,0.6875,0,0,0.0,1,1.0,0
0,1,0,2,0,0,1,1,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
41,1,0,4,85,0,1,4,26,0.796875,2564,0.0,7,0.0,0.222222222,0,0,61.14634146,11,3.0244,2
1,4,0,0,2,0,0,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
4,4,0,5,18,0,1,5,1,0.666666667,117,0.5,0,0.955223881,0.5,4,9,27.75,7,2.25,0
12,1,0,9,19,24,8,2,11,0.924242424,855,0.0,0,0.0,0.291666667,1,1,68.75,28,5.0833,0
3,3,0,0,4,1,0,0,2,0.5,247,0.0,0,0.974358974,1.0,0,0,81.0,1,0.3333,0
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
5,2,0,2,13,0,1,1,3,0.5,81,1.0,1,0.863636364,0.6,1,1,14.6,1,0.6,1
8,1,1,0,16,14,0,0,6,0.785714286,115,1.0,0,0.0,0.571428571,0,0,12.875,1,0.75,1
2,4,0,4,3,0,4,0,2,0.0,13,0.0,0,0.944444444,0.666666667,0,0,5.0,1,0.5,0
1,1,0,4,2,0,4,0,0,2.0,14,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
5,1,0,10,14,0,9,1,4,1.166666667,201,0.083333333,0,0.0,0.5,0,0,34.4,9,2.2,0
26,1,0,0,26,325,0,0,26,2.0,26,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
9,4,0,3,12,36,0,3,9,2.0,50,0.0,0,0.911111111,0.555555556,1,5,4.555555556,1,0.8889,0
4,1,0,2,4,6,1,1,4,2.0,4,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
7,1,0,7,13,5,1,6,7,0.366666667,1019,1.0,3,0.0,0.387755102,0,0,143.8571429,1,0.7143,0
7,4,0,3,10,21,0,3,7,2.0,39,0.0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0
4,3,0,5,17,0,1,5,1,0.666666667,85,0.5,0,0.946428571,0.5,2,7,19.75,1,0.75,0
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
4,1,0,2,4,6,1,1,4,2.0,4,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
3,1,0,0,5,1,0,0,2,0.5,14,0.0,0,0.0,0.5,0,0,3.333333333,1,0.3333,4
4,4,0,2,6,6,1,2,4,1.333333333,16,0.0,0,0.975308642,0.625,2,5,2.75,1,0.5,0
9,1,4,8,11,20,6,2,0,0.825,77,1.0,3,0.0,0.518518519,0,0,7.0,1,0.8889,0
15,4,0,2,30,105,0,2,15,2.0,126,0.0,0,0.87037037,0.4,0,0,7.4,3,1.1333,0
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
5,1,0,10,5,10,6,4,5,2.0,5,0.0,0,0.0,0.4,0,0,0.0,1,1.0,0
13,2,0,6,75,18,2,4,10,2.0,1000,0.0,0,0.861538462,0.239316239,2,7,75.92307692,30,7.5385,0
7,4,0,2,11,21,0,2,7,2.0,43,0.0,0,0.94,0.571428571,0,0,5.142857143,1,0.8571,0
0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,2
10,2,0,7,29,33,1,6,7,0.825396825,181,0.857142857,2,0.333333333,0.244444444,0,0,16.4,4,1.1,0
3,4,0,3,6,3,1,2,3,2.0,17,0.0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,0
13,1,0,13,52,30,1,12,7,0.757575758,1444,1.0,7,0.0,0.307692308,0,0,108.3846154,3,1.0769,2
5,4,0,2,10,10,0,2,5,2.0,31,0.0,0,0.959183673,0.45,1,2,5.2,1,0.8,0
8,1,0,2,8,28,1,1,8,2.0,8,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
8,1,0,6,17,4,3,3,8,0.653061224,184,1.0,2,0.0,0.303571429,0,0,21.125,2,1.5,0
9,4,0,2,15,36,0,2,9,2.0,52,0.0,0,0.921568627,0.416666667,0,0,4.777777778,1,0.8889,0
9,4,0,3,12,36,0,3,9,2.0,50,0.0,0,0.911111111,0.555555556,1,6,4.555555556,1,0.8889,0
18,1,0,2,18,153,1,1,18,2.0,18,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
8,1,0,0,8,28,0,0,8,2.0,8,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
