wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
2,1,0,1,6,0,1,0,2,1.0,39,1.0,0,0.0,0.666666667,0,0,16.5,2,1.0,0
3,1,0,2,15,0,2,0,3,0.166666667,100,1.0,0,0.0,0.666666667,0,0,31.33333333,2,1.0,0
14,3,2,11,41,67,3,8,11,0.846153846,366,1.0,1,0.74,0.223214286,1,1,24.71428571,4,1.2857,0
19,1,0,24,81,147,17,8,7,0.861111111,560,1.0,1,0.0,0.171296296,0,0,28.15789474,2,1.0,0
8,3,0,2,39,10,0,2,8,0.714285714,265,1.0,0,0.840909091,0.325,1,1,31.625,4,1.25,0
23,1,1,25,52,181,23,2,14,0.731404959,1489,1.0,0,0.0,0.290909091,0,0,63.26086957,35,6.087,0
5,1,0,5,13,0,4,1,5,0.0,69,1.0,0,0.0,0.533333333,0,0,12.6,3,1.2,0
14,3,0,7,33,65,0,7,14,0.91025641,404,1.0,1,0.74,0.595238095,2,3,27.0,2,1.0,1
2,2,0,6,11,1,1,5,2,2.0,37,0.0,0,0.958333333,1.0,0,0,17.5,1,0.5,0
1,5,0,1,2,0,0,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
5,1,0,2,15,0,1,1,4,0.5,137,1.0,0,0.0,0.9,0,0,25.2,4,1.8,0
4,1,0,4,5,0,3,1,4,0.333333333,24,1.0,0,0.0,0.875,0,0,4.75,1,0.75,0
21,1,0,27,78,158,11,17,15,0.735714286,659,0.928571429,5,0.0,0.145,0,0,29.71428571,7,1.6667,1
14,3,12,20,41,0,13,7,13,0.461538462,174,1.0,1,0.74,0.392857143,0,0,11.28571429,6,1.5,0
4,1,0,2,5,6,1,1,4,2.0,16,0.0,0,0.0,0.875,0,0,3.0,1,0.75,0
6,1,0,7,28,1,1,6,6,0.6,173,1.0,3,0.0,0.305555556,0,0,27.33333333,1,0.8333,0
20,2,40,100,28,158,96,6,16,0.877192982,164,1.0,3,0.321428571,0.258333333,1,3,6.9,3,1.1,0
5,1,0,19,12,4,17,2,5,0.25,55,1.0,0,0.0,0.533333333,0,0,9.8,1,0.6,0
27,1,0,3,63,297,1,2,10,0.778846154,527,0.0,2,0.0,0.37962963,0,0,18.22222222,11,1.4444,0
14,1,1,9,34,47,4,5,12,0.824175824,279,1.0,0,0.0,0.307692308,0,0,18.42857143,6,1.8571,1
1,1,0,9,1,0,8,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
7,1,0,11,7,21,10,1,7,2.0,7,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
7,6,0,8,31,13,0,8,4,0.75,151,1.0,0,0.9625,0.4,4,9,20.28571429,2,1.0,0
4,1,0,5,4,6,4,1,4,2.0,4,0.0,0,0.0,0.875,0,0,0.0,1,1.0,0
4,5,0,6,21,0,0,6,4,0.333333333,87,1.0,0,0.98089172,1.0,1,1,20.5,3,1.25,0
44,4,0,19,91,802,6,14,40,0.94369645,724,0.947368421,2,0.644628099,0.156818182,3,3,15.02272727,7,1.4091,0
8,3,0,12,38,4,3,10,6,0.523809524,243,1.0,1,0.840909091,0.35,1,4,29.0,3,1.375,0
6,3,0,2,29,0,0,2,5,0.64,1260,1.0,0,0.880952381,0.555555556,1,1,208.1666667,2,1.0,0
5,1,2,59,7,0,59,1,5,0.0,33,1.0,1,0.0,0.45,0,0,5.4,2,1.0,0
11,1,0,11,61,0,0,11,8,0.913333333,517,1.0,1,0.0,0.8,0,0,44.63636364,9,2.7273,0
2,3,0,3,8,1,0,3,2,2.0,28,0.0,0,0.967741935,0.75,0,0,13.0,2,1.0,1
5,1,0,4,20,0,0,4,4,0.333333333,144,1.0,1,0.0,0.9,0,0,27.2,5,2.2,0
1,3,0,4,2,0,4,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
4,1,0,3,7,2,1,2,4,0.666666667,34,1.0,0,0.0,0.75,0,0,7.0,1,0.75,1
5,4,0,1,9,10,1,0,3,0.75,81,0.0,0,0.924528302,0.44,2,2,15.0,5,2.0,0
21,4,0,13,73,128,1,13,14,0.85,737,1.0,3,0.795918367,0.301587302,3,3,33.47619048,3,1.0952,0
9,1,0,5,53,0,1,4,9,0.819444444,396,0.333333333,1,0.0,0.238095238,0,0,42.0,7,1.7778,0
2,3,0,3,8,1,1,3,2,2.0,33,0.0,0,0.96969697,1.0,0,0,15.5,1,0.5,1
4,3,0,5,12,0,0,5,4,0.333333333,48,1.0,0,0.925,0.75,0,0,10.75,1,0.75,2
4,2,0,1,11,0,0,1,1,0.222222222,68,1.0,1,0.625,0.5,1,1,15.25,2,1.0,0
76,1,0,120,177,2446,114,12,63,0.969462366,1776,0.612903226,3,0.0,0.118518519,0,0,21.96052632,5,1.3289,0
17,1,0,5,39,74,1,4,13,0.65625,359,1.0,0,0.0,0.2421875,0,0,19.76470588,5,1.5882,0
2,5,0,1,7,0,1,0,2,0.0,20,1.0,0,0.928571429,0.75,0,0,8.5,1,0.5,0
8,4,0,13,65,2,0,13,6,0.916666667,608,0.166666667,0,0.917647059,0.333333333,2,2,73.5,3,1.25,0
3,2,0,8,22,3,1,7,2,1.0,152,0.0,0,0.866666667,0.5,0,0,48.66666667,1,0.6667,1
20,3,0,10,60,114,5,6,14,0.605263158,557,1.0,0,0.612244898,0.264285714,1,1,26.65,9,2.8,0
26,3,0,19,87,105,0,19,21,0.773333333,514,1.0,1,0.596774194,0.176923077,1,3,18.53846154,2,1.0385,0
3,1,0,9,25,1,7,2,3,0.0,277,1.0,1,0.0,0.666666667,0,0,91.0,14,5.3333,0
5,1,11,21,11,8,20,1,5,0.75,59,1.0,0,0.0,0.7,0,0,10.6,5,1.6,0
8,1,0,4,39,22,1,3,6,0.785714286,377,0.5,0,0.0,0.166666667,0,0,45.875,3,1.25,0
2,1,0,4,2,1,3,2,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
8,3,0,11,39,0,3,8,6,0.657142857,294,1.0,1,0.840909091,0.325,0,0,35.125,1,0.875,0
2,1,0,5,29,0,0,5,0,0.0,176,1.0,2,0.0,0.6,0,0,85.5,10,5.0,0
23,2,0,5,68,181,2,3,17,0.806818182,462,0.875,0,0.547619048,0.140909091,0,0,18.73913043,5,1.4783,0
8,3,0,7,46,10,0,7,7,0.771428571,394,1.0,0,0.840909091,0.375,1,1,47.625,2,1.0,0
10,3,0,7,60,41,0,7,3,0.9,748,0.6,0,0.804347826,0.285714286,0,0,72.8,7,2.1,1
13,1,0,5,13,78,5,0,13,2.0,13,0.0,0,0.0,0.326923077,0,0,0.0,1,1.0,0
20,4,0,7,71,102,2,7,14,0.821052632,677,1.0,2,0.804123711,0.3,2,2,32.35,5,1.25,1
18,3,0,10,59,103,6,5,14,0.774509804,466,0.5,0,0.652173913,0.3,0,0,24.55555556,5,1.8333,0
28,4,1,21,123,302,3,18,11,0.868945869,1423,1.0,0,0.75,0.158024691,4,5,49.35714286,3,1.1071,0
2,3,0,3,7,1,1,3,2,2.0,23,0.0,0,0.96969697,1.0,0,0,10.5,1,0.5,1
3,2,0,7,19,3,1,6,2,1.0,96,0.0,0,0.866666667,0.5,0,0,30.66666667,1,0.6667,1
0,1,0,1,0,0,1,0,0,2.0,7,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
16,5,0,13,55,26,0,13,14,0.577777778,275,1.0,1,0.87704918,0.390625,3,6,16.0,5,1.375,1
5,1,0,4,13,0,0,4,5,0.5,65,1.0,0,0.0,0.8,0,0,11.6,3,1.2,0
2,2,0,7,13,1,1,6,2,2.0,66,1.0,0,0.958333333,1.0,0,0,31.5,1,0.5,0
3,2,0,8,20,3,1,7,2,1.0,150,0.0,0,0.92,0.5,0,0,48.0,1,0.6667,0
18,3,2,31,62,0,23,8,16,0.617647059,396,1.0,1,0.652173913,0.215277778,1,1,20.77777778,5,1.8889,0
23,3,1,18,69,163,4,14,14,0.846153846,514,1.0,2,0.637931034,0.198863636,0,0,20.7826087,3,1.0435,3
20,1,0,4,42,130,0,4,18,0.736842105,376,1.0,1,0.0,0.284210526,0,0,17.45,3,1.15,0
9,6,0,8,33,28,0,8,6,0.8125,163,1.0,0,0.950617284,0.4,4,9,16.88888889,2,1.0,0
7,1,0,2,52,19,0,2,2,0.944444444,412,0.0,0,0.0,0.166666667,0,0,57.42857143,6,3.0,0
9,5,0,11,20,4,4,7,9,0.6875,108,1.0,0,0.919191919,0.388888889,2,7,10.55555556,3,1.2222,0
13,3,0,10,78,8,1,9,9,0.75,502,0.714285714,1,0.755102041,0.384615385,2,3,37.07692308,8,2.0,3
18,3,0,8,55,119,0,8,15,0.882352941,474,1.0,0,0.685185185,0.472222222,0,0,24.61111111,13,2.0,0
2,3,0,3,7,1,1,3,2,2.0,23,0.0,0,0.96969697,1.0,0,0,10.5,1,0.5,1
4,1,0,4,4,6,3,1,4,2.0,4,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
8,3,0,9,32,6,0,9,6,0.685714286,201,1.0,0,0.860465116,0.30952381,1,1,23.5,6,1.5,1
5,1,0,10,5,10,10,0,5,2.0,5,0.0,0,0.0,0.533333333,0,0,0.0,1,1.0,0
8,1,0,6,25,0,5,1,7,0.6,169,1.0,0,0.0,0.416666667,0,0,19.5,7,1.875,0
1,1,0,9,1,0,8,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
3,1,1,6,9,0,4,2,3,0.0,47,1.0,0,0.0,0.666666667,0,0,14.33333333,1,0.6667,0
18,3,0,10,49,115,1,9,14,0.836601307,397,1.0,3,0.685185185,0.333333333,0,0,20.55555556,6,1.8333,0
8,1,0,1,14,28,1,0,8,2.0,274,0.0,0,0.0,0.45,0,0,33.25,7,2.875,0
18,1,0,8,91,123,0,8,3,0.806722689,1400,0.857142857,0,0.0,0.141176471,0,0,76.0,7,2.1111,0
3,3,0,3,14,1,0,3,3,0.5,84,1.0,0,0.948717949,0.666666667,1,1,26.66666667,1,0.6667,0
3,1,0,17,3,3,17,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
9,1,0,7,34,0,0,7,8,0.75,298,0.25,0,0.0,0.592592593,0,0,31.66666667,5,2.7778,1
17,4,0,10,83,70,1,10,10,0.965517241,1273,1.0,0,0.829787234,0.176470588,2,2,72.17647059,8,2.1765,0
77,3,0,28,196,2320,6,28,68,0.935222672,2040,1.0,9,0.330357143,0.161184211,3,3,25.15584416,19,1.7143,0
15,3,0,15,54,59,0,15,15,0.880952381,398,1.0,1,0.725490196,0.373333333,0,0,24.73333333,3,1.3333,1
6,1,0,5,6,15,4,1,6,2.0,6,0.0,0,0.0,0.444444444,0,0,0.0,1,1.0,0
5,3,0,4,17,0,0,4,5,0.666666667,101,1.0,0,0.902439024,0.533333333,1,1,18.6,1,0.8,0
26,1,0,9,62,119,1,8,24,0.68,437,1.0,4,0.0,0.317307692,0,0,15.53846154,6,1.6923,1
11,2,0,12,15,13,9,4,11,0.75,97,1.0,3,0.2,0.220779221,0,0,7.272727273,1,0.7273,0
14,5,2,12,64,69,2,10,5,0.807692308,531,1.0,2,0.905797101,0.246031746,2,7,36.64285714,6,1.3571,0
19,4,0,10,52,27,0,10,17,0.777777778,699,1.0,0,0.8125,0.298245614,3,4,35.36842105,16,2.3158,0
4,1,0,2,7,6,1,1,4,2.0,20,0.0,0,0.0,0.875,0,0,4.0,1,0.75,0
14,4,0,136,26,0,135,1,14,0.384615385,153,1.0,1,0.65,0.333333333,1,2,9.785714286,2,0.6429,0
5,2,0,7,18,10,1,6,4,1.0,95,0.0,0,0.764705882,0.5,0,0,17.8,1,0.8,1
5,1,0,7,17,0,0,7,5,0.5,75,1.0,0,0.0,0.8,0,0,13.4,3,1.2,0
21,1,0,24,48,116,20,7,18,0.814285714,322,1.0,1,0.0,0.253968254,0,0,14.0,3,1.4762,0
20,3,1,16,74,92,1,15,14,0.824561404,720,1.0,2,0.660714286,0.225,2,2,34.25,13,1.95,2
2,6,0,3,4,1,0,3,1,2.0,11,0.0,0,0.987179487,0.666666667,0,0,4.5,1,0.5,0
10,3,0,2,21,21,0,2,9,0.6,135,1.0,0,0.804347826,0.4,1,1,12.0,1,0.9,0
2,2,0,9,24,1,1,8,2,2.0,222,0.0,0,0.958333333,1.0,1,1,110.0,1,0.5,0
4,2,0,10,25,6,1,9,2,1.0,183,0.0,0,0.884615385,0.5,0,0,44.5,9,2.75,0
7,2,0,2,18,11,1,1,4,0.633333333,118,1.0,1,0.454545455,0.357142857,1,1,15.14285714,2,1.0,0
16,3,0,3,40,84,1,2,16,0.658333333,604,1.0,2,0.580645161,0.291666667,2,7,36.25,1,0.8125,0
7,1,0,6,8,0,6,0,7,0.0,89,1.0,0,0.0,0.428571429,1,1,11.57142857,4,1.0,0
11,3,0,11,38,11,3,8,10,0.683333333,287,1.0,3,0.75,0.287878788,1,1,24.54545455,3,1.9091,0
2,6,0,4,4,1,1,3,1,2.0,11,0.0,0,0.987179487,0.666666667,0,0,4.5,1,0.5,0
16,1,0,7,78,118,5,3,12,0.888888889,745,0.666666667,0,0.0,0.411111111,0,0,45.375,22,3.125,0
17,4,0,7,81,40,4,3,10,0.821428571,1159,0.904761905,8,0.516129032,0.25,2,4,65.94117647,2,0.9412,0
10,1,0,3,13,31,1,2,10,0.703703704,76,1.0,1,0.0,0.375,0,0,6.3,2,1.1,0
3,2,0,1,9,0,0,1,1,0.0,58,1.0,1,0.714285714,0.666666667,1,1,17.33333333,1,0.6667,0
3,1,0,7,15,3,1,6,1,2.0,112,0.0,0,0.0,0.444444444,0,0,36.33333333,1,0.6667,1
6,3,0,3,24,11,0,3,4,0.8,151,1.0,0,0.880952381,0.5,2,2,23.83333333,1,0.8333,0
13,1,4,11,18,0,5,10,9,0.583333333,78,1.0,1,0.0,0.161538462,0,0,4.846153846,1,0.9231,1
5,1,0,58,10,8,58,0,3,0.3125,69,0.75,1,0.0,0.583333333,0,0,12.0,3,0.6,0
8,3,0,8,28,0,0,8,6,0.678571429,128,1.0,1,0.840909091,0.5,2,4,14.5,3,1.375,1
7,2,1,7,15,1,6,1,4,0.583333333,92,1.0,1,0.454545455,0.464285714,1,1,11.57142857,1,0.8571,0
2,2,0,9,19,1,1,8,2,2.0,120,0.0,0,0.958333333,1.0,1,1,59.0,1,0.5,0
7,1,0,2,8,0,2,0,7,0.0,147,1.0,0,0.0,0.342857143,1,1,19.85714286,4,1.0,0
4,1,0,6,4,6,3,4,4,2.0,4,0.0,0,0.0,0.625,0,0,0.0,1,1.0,1
2,1,0,0,6,1,0,0,2,2.0,63,0.0,0,0.0,0.666666667,0,0,30.5,11,5.5,0
10,4,0,14,35,11,1,13,8,0.711111111,216,1.0,1,0.896551724,0.32,1,1,20.1,10,2.1,1
6,3,0,5,21,1,0,5,6,0.7,136,1.0,0,0.880952381,0.416666667,2,2,21.0,1,0.8333,0
0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
5,1,0,1,18,0,1,0,3,0.5,96,1.0,0,0.0,0.533333333,0,0,17.8,2,1.0,0
50,4,1,24,82,1091,11,14,47,0.959183673,646,1.0,4,0.614173228,0.214285714,3,3,11.5,7,1.3,1
5,4,0,10,42,10,0,10,1,2.0,481,0.0,0,0.952380952,0.6,4,6,95.2,15,5.2,1
3,1,0,2,3,3,2,0,3,1.5,4,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
6,2,0,3,11,13,2,1,6,0.8,68,1.0,0,0.924242424,0.444444444,1,5,10.16666667,3,1.5,0
3,1,0,12,20,3,1,11,1,2.0,165,0.0,0,0.0,0.444444444,0,0,54.0,1,0.6667,1
4,3,0,4,12,0,0,4,4,0.5,54,1.0,0,0.914285714,0.75,0,0,12.0,1,0.75,1
21,1,0,2,35,38,2,0,17,0.631818182,617,0.818181818,0,0.0,0.293650794,0,0,27.85714286,3,0.8571,0
10,2,7,14,24,19,10,4,5,0.666666667,146,1.0,1,0.5,0.266666667,0,0,13.3,3,1.2,0
6,4,0,9,48,5,0,9,5,0.666666667,300,1.0,0,0.939759036,0.458333333,4,5,48.5,10,2.3333,1
39,2,0,15,103,609,10,6,24,0.886363636,1377,0.636363636,1,0.5,0.184210526,1,5,33.74358974,12,1.8462,0
4,3,0,3,17,4,0,3,3,0.666666667,152,1.0,0,0.925,0.75,1,1,36.75,1,0.75,0
5,1,0,1,24,0,0,1,4,0.5625,147,1.0,0,0.0,0.6,0,0,27.6,1,0.8,0
10,1,0,9,30,17,6,3,8,0.733333333,149,1.0,0,0.0,0.25,0,0,13.4,1,0.9,0
8,3,0,5,29,0,1,4,6,0.428571429,177,1.0,0,0.833333333,0.3125,1,1,20.875,5,2.0,0
26,3,0,12,74,265,2,10,20,0.885,643,1.0,2,0.596774194,0.230769231,0,0,23.42307692,4,1.4615,1
10,3,0,6,41,21,1,6,7,0.793650794,360,1.0,0,0.804347826,0.45,0,0,34.3,2,1.1,0
5,1,0,1,36,4,1,0,4,0.583333333,375,1.0,0,0.0,0.5,0,0,73.4,10,3.6,0
3,1,0,3,9,3,1,2,2,2.0,48,0.0,0,0.0,0.666666667,0,0,15.0,1,0.6667,0
3,1,0,3,14,1,1,2,3,0.5,97,1.0,0,0.0,0.666666667,0,0,31.0,1,0.6667,1
3,3,0,6,17,0,1,6,3,0.0,91,1.0,0,0.948717949,1.0,0,0,29.0,1,0.6667,0
0,1,0,1,0,0,1,0,0,2.0,24,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
8,3,0,5,41,10,0,5,8,0.80952381,236,1.0,0,0.840909091,0.875,1,1,27.75,14,2.625,1
5,3,0,7,19,4,4,4,4,0.75,151,0.0,0,0.902439024,0.4,1,1,28.8,1,0.8,0
17,1,3,15,66,90,4,12,6,0.791666667,630,1.0,2,0.0,0.197916667,0,0,35.88235294,14,2.4118,0
23,1,0,31,82,201,22,27,17,0.893939394,1093,0.444444444,0,0.0,0.318181818,0,0,45.73913043,24,2.3043,0
11,1,8,22,86,15,8,14,4,0.728571429,887,1.0,7,0.0,0.266666667,0,0,77.72727273,22,4.6364,1
4,2,0,3,16,0,0,3,4,0.333333333,59,1.0,0,0.842105263,0.875,1,1,13.5,5,1.75,0
3,1,0,9,21,3,1,8,1,1.4772671706180058,158,0.0,0,0.4530351189719724,0.4734851569757698,0,0,51.212091578371805,1,0.6667,1
15,3,0,11,46,34,1,9,13,0.6831230495083968,276,1.0,0,0.5020746804322691,0.35516787240710407,1,3,17.03831390233868,5,1.5811175249506568,1
3,1,0,3,7,1,1,2,3,0.7005588359836539,33,0.9745808732559048,0,0.02464885018379507,0.7563547816860238,0,0,7.216062577324809,1,0.7436452183139762,1
4,2,0,7,18,9,1,6,3,1.0,95,0.0,0,0.7757065765910075,0.5,0,0,19.188203027673488,1,0.7856180727817925,1
14,3,0,14,53,59,0,14,14,0.8818733827688104,398,1.0,1,0.7259462273241941,0.3803076189696686,0,0,24.804572817661363,2,1.3228246524106113,1
7,1,1,8,18,6,2,7,5,0.8485043379053787,88,0.3635895887362196,0,0.4866667848594519,0.3769389085955516,0,0,13.09011640431488,1,0.8447578783734286,1
11,3,0,10,58,39,0,9,4,0.8461104033787823,742,0.7257423924305306,1,0.8174897984319965,0.25667378088691895,0,2,64.68961568823077,8,2.215274338260689,1
12,3,1,12,57,38,1,11,6,0.8128164531611527,738,0.8034282764658811,2,0.8256091424862454,0.23873204088233607,1,3,59.67887616795067,9,2.2864928724500966,1
3,1,0,7,16,2,0,6,1,1.877855697727666,113,0.09243352607390698,0,0.07772819238873396,0.4495796399340764,0,0,34.31520134436114,1,0.7321706665181483,1
6,2,0,7,24,0,0,7,4,1.0079933031256023,124,0.7507077708511251,0,0.6312769891930559,0.48615043160315485,1,3,19.94288033558613,2,1.1984263140938518,1
14,3,0,10,41,62,0,10,14,0.8982305369222592,401,1.0,1,0.734045424221806,0.5041721701349142,1,1,26.069798706417963,2,1.1367806282477755,1
3,1,0,3,14,1,1,2,2,0.866673292185427,100,0.7555511385430487,0,0.0,0.6123446975972172,0,0,32.30372726028891,1,0.6667,1
22,2,1,16,102,183,2,14,17,0.8627892885832243,1094,1.0,3,0.46023335320005837,0.18460288159109206,2,2,50.619258596309095,10,2.039609182843391,1
7,2,0,7,26,0,0,7,5,0.7802948812407708,126,0.923020090171207,0,0.7761759850006077,0.4957233383086315,1,3,16.18072803100538,2,1.320475129868266,1
4,2,0,3,10,0,0,3,4,0.5482919089155451,48,1.0,0,0.6493700999901982,0.75,0,0,10.55124273543116,1,0.75,1
23,2,1,16,104,197,2,14,19,0.8745501837840912,1112,1.0,2,0.5005614902433491,0.17741200861056944,2,2,48.243907698001344,9,1.8120643184416838,1
3,2,0,7,18,3,1,6,2,1.0,95,0.0,0,0.8594985844455058,0.5,0,0,29.762109796573434,1,0.676071302942735,1
3,1,0,6,18,2,1,5,2,0.9040601897822085,96,0.19187962043558304,0,0.7003709958918681,0.5319799368032238,0,0,30.73062654283893,1,0.6667,1
20,2,0,19,75,137,7,13,14,0.7669990030692138,665,0.9547568748064285,3,0.29478873175349785,0.20182241774088436,0,0,30.680528667625797,6,1.5139393453378935,1
3,1,0,3,14,1,1,2,2,0.6928091147184234,98,0.8714605901877177,0,0.0,0.6381023536084066,0,0,31.685543518570373,1,0.6667,1
1,1,0,8,1,1,7,1,1,2.0,1,0.0,0,0.0,0.926377028837168,0,0,0.0,1,1.0,1
45,3,0,21,80,936,9,13,41,0.9453432207600075,645,1.0,3,0.6109270892020598,0.21736104473733897,2,2,13.724489163067135,6,1.3301310645100948,1
13,3,0,7,33,59,0,7,12,1.0273395526987272,412,0.8925589984899778,0,0.762818422184532,0.5957497188422956,2,3,34.32747630298351,3,1.4512522063420934,1
2,3,0,3,7,1,1,3,2,2.0,23,0.0,0,0.96969697,1.0,0,0,10.5,1,0.5,1
14,1,0,9,38,42,3,6,12,0.7767294544943618,278,1.0,0,0.1688844540142862,0.3236618143033466,0,1,17.96092609226621,5,1.7642668988045944,1
14,3,0,14,51,59,0,14,14,0.8839973245603943,398,1.0,1,0.7269978908720048,0.3963911683602066,0,0,24.968859717186444,2,1.2986672302645001,1
2,3,0,3,8,1,0,3,2,2.0,29,0.0,0,0.9683636429236917,0.8295008687429659,0,0,13.79500868742966,1,0.8409982625140681,1
4,2,0,7,18,9,1,6,3,1.0,95,0.0,0,0.7759268626156026,0.5,0,0,19.216001429289616,1,0.7853300784604608,1
2,3,0,3,8,1,0,3,2,2.0,31,0.0,0,0.9692513487794998,0.9430162093645146,0,0,14.930162093645146,1,0.6139675812709708,1
7,2,0,7,39,2,0,7,6,0.7144076844235145,298,0.5703308414696923,0,0.4013784037075024,0.5352494173588024,1,2,38.85631444378495,7,2.5879505879556293,1
20,3,0,10,72,112,3,8,14,0.8055223131274027,673,0.9870010547867432,2,0.6577850692263916,0.27179228871798644,1,1,31.870338917972923,5,1.325833247040097,1
1,1,0,8,1,0,7,1,1,2.0,1,0.0,0,0.0,0.9477739687211288,0,0,0.0,1,1.0,1
3,1,0,6,18,2,1,5,2,0.9965239347344046,96,0.006952130531190703,0,0.8606414872039839,0.5011586884241825,0,0,30.668984046820558,1,0.6667,1
2,3,0,3,8,1,0,3,2,2.0,30,0.0,0,0.9686984411473053,0.8723131743556085,0,0,14.223131743556085,1,0.7553736512887829,1
9,3,0,11,33,8,0,11,7,0.700510196799956,209,1.0,0,0.8814887767544832,0.3156271230229228,1,1,21.51919741070585,8,1.8495533981107326,1
22,2,1,16,103,184,2,14,18,0.8639536596863202,1096,1.0,3,0.46422598442522517,0.1838909591938977,2,2,50.384090278042095,10,2.017081419417043,1
24,1,0,8,58,112,0,7,22,0.7075997691655851,433,1.0,3,0.08870037182692528,0.3506219218487935,0,0,16.912303057717033,5,1.6093172061948913,1
8,3,0,8,38,28,0,8,5,1.6320860310761451,455,0.33761517140362796,0,0.8806779204876543,0.5983923086272172,3,4,72.17464531027258,10,3.782016280104763,1
2,3,0,3,8,1,0,3,2,2.0,32,0.0,0,0.9695853564729886,0.9857274259781298,0,0,15.357274259781299,1,0.5285451480437404,1
3,1,0,3,7,1,1,2,3,1.097603909586606,33,0.6767970679792448,0,0.3134089038756423,0.8308007330051888,0,0,9.74722492217642,1,0.6691992669948112,1
10,2,3,14,72,28,3,10,3,0.8175069639336668,814,0.7924837513026536,3,0.41728810874846484,0.27654839310374074,0,0,75.17104984690417,14,3.3205394670101263,1
3,1,0,4,15,1,1,3,2,0.6484905205524111,96,0.7030189588951778,0,0.25738356905650617,0.6171698267168693,0,0,30.90100632062166,1,0.6667,1
8,3,0,10,33,7,0,10,6,0.6949493233764464,206,1.0,0,0.8735872749182575,0.31333326280414997,1,1,22.263659351910402,7,1.7181777614275764,1
20,3,0,7,71,103,2,7,14,0.818644561611842,676,0.997984434492162,2,0.7814330146408879,0.2956262228217489,1,1,32.2756256321936,5,1.2617584061301756,1
