LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
16,17,24,0,11,28,9,0.16,14,2.0,9,1.0,55,1,0,55,2,175.1,7.86,10809.44,0.46,217,0.13,600.52,1375.75,0.11,7,14,48,0.11,100,117,70,11,83,16.67,55,Y
4,9,3,0,5,16,5,0.5,6,2.67,4,0.8,18,1,0,10,1,18.99,10.77,2201.88,0.07,43,0.09,122.33,204.46,0.2,5,8,15,0.25,20,23,13,14,20,33.33,10,N
5,3,3,0,3,4,2,0.1,2,2.0,2,1.0,7,1,0,21,2,35.54,10.17,3679.85,0.12,73,0.1,204.44,361.66,0.5,1,2,7,0.07,37,36,20,11,30,12.5,21,N
4,3,3,0,2,4,2,0.1,2,2.0,2,1.0,8,1,0,20,1,48.42,7.26,2552.29,0.12,68,0.14,141.79,351.55,0.5,1,2,8,0.07,33,35,25,11,27,9.09,20,Y
15,22,16,0,1,8,19,0.32,4,2.0,19,1.0,53,1,0,59,1,64.91,25.17,41124.72,0.54,257,0.04,2284.71,1633.89,0.05,2,4,36,0.25,92,165,53,29,76,1.67,59,N
6,5,6,0,3,8,3,0.1,4,2.0,3,1.0,19,1,0,30,1,44.88,14.4,9306.1,0.22,117,0.07,517.01,646.26,0.33,2,4,18,0.08,54,63,30,16,40,9.09,30,N
5,21,3,1,2,24,11,0.3,4,6.0,2,0.18,32,10,0,36,1,47.96,18.75,16859.61,0.3,161,0.05,936.64,899.18,0.91,10,12,23,0.24,75,86,32,16,45,7.69,37,N
2,9,1,0,4,16,5,0.36,8,2.0,2,0.4,21,1,0,14,0,17.84,14.5,3750.38,0.09,58,0.07,208.35,258.64,0.2,4,8,18,0.24,29,29,11,11,21,22.22,14,N
4,9,4,0,6,12,5,0.33,4,3.0,3,0.6,17,5,1,15,1,26.04,12.0,3749.74,0.1,65,0.08,208.32,312.48,1.0,4,6,14,0.19,32,33,16,12,26,28.57,15,N
0,3,3,0,0,4,2,0.29,2,2.0,2,1.0,7,1,0,7,0,24.0,3.5,294.0,0.03,21,0.29,16.32,84.0,0.5,1,2,7,0.25,9,12,9,7,8,0.0,7,N
9,11,12,0,13,18,6,0.17,8,2.25,5,0.83,35,5,0,36,3,65.03,12.77,10600.85,0.28,140,0.08,588.94,830.3,0.83,5,9,31,0.1,61,79,43,18,59,26.53,36,N
14,3,7,0,7,4,2,0.06,2,2.0,1,0.5,30,1,0,34,0,96.01,17.68,30006.37,0.57,276,0.06,1667.02,1697.33,0.5,1,2,30,0.04,132,144,56,15,56,17.07,34,N
14,15,15,0,4,4,13,0.25,2,2.0,13,1.0,40,1,0,53,0,58.74,23.3,31875.39,0.46,224,0.04,1770.86,1368.31,0.08,1,2,29,0.18,82,142,44,25,72,7.02,53,N
3,7,3,0,4,12,4,0.31,6,2.0,4,1.0,15,3,0,13,2,21.23,5.5,642.17,0.04,28,0.18,35.68,116.76,0.75,3,6,13,0.19,11,17,9,9,21,23.53,13,N
4,7,1,0,0,4,5,0.23,2,2.0,2,0.4,16,1,0,22,1,27.67,17.58,8545.97,0.16,92,0.06,474.78,486.26,0.2,1,2,13,0.19,37,55,20,19,27,0.0,22,N
1,3,4,0,3,4,2,0.22,2,2.0,2,1.0,14,1,0,9,0,38.84,8.35,2705.36,0.11,75,0.12,150.3,324.14,0.5,1,2,14,0.14,31,44,13,7,14,25.0,9,Y
8,16,4,0,5,24,9,0.31,10,2.4,4,0.44,33,4,0,29,0,18.35,26.0,12402.61,0.16,93,0.04,689.03,477.02,0.44,7,12,26,0.21,39,54,15,20,43,14.71,29,N
13,21,5,0,5,30,12,0.17,14,2.14,9,0.75,66,9,0,69,0,57.39,28.0,44996.99,0.54,258,0.04,2499.83,1607.04,0.75,8,15,56,0.14,119,139,51,24,88,6.76,69,N
2,5,7,0,2,8,3,0.12,4,2.0,3,1.0,17,1,0,26,2,56.24,6.87,2658.2,0.13,76,0.15,147.68,386.65,0.33,2,4,16,0.1,33,43,24,10,31,7.14,26,N
3,5,0,0,2,8,3,0.25,4,2.0,1,0.33,10,1,0,12,2,27.78,4.67,605.07,0.04,30,0.21,33.61,129.66,0.33,2,4,9,0.17,14,16,12,8,18,14.29,12,N
2,5,1,0,4,8,3,0.23,4,2.0,2,0.67,11,1,0,13,3,11.63,17.0,3360.12,0.07,45,0.06,186.67,197.65,0.33,2,4,10,0.15,17,28,7,14,20,23.53,13,N
17,43,13,0,18,76,22,0.28,34,2.24,17,0.77,103,12,0,80,2,97.4,18.49,33283.94,0.6,276,0.05,1849.11,1800.5,0.55,21,38,83,0.19,125,151,71,21,116,18.37,80,N
3,5,3,0,15,8,3,0.19,4,2.0,2,0.67,13,1,0,16,2,20.14,12.83,3317.73,0.09,55,0.08,184.32,258.51,0.33,2,4,12,0.09,22,33,12,14,35,48.39,16,Y
1,3,2,0,0,4,2,0.22,2,2.0,2,1.0,6,1,0,9,0,18.23,3.86,271.19,0.02,19,0.26,15.07,70.31,0.5,1,2,6,0.18,9,10,7,6,11,0.0,9,N
1,5,1,0,1,8,3,0.25,4,2.0,1,0.33,12,1,0,12,0,16.29,15.11,3719.21,0.08,53,0.07,206.62,246.12,0.33,2,4,11,0.2,17,36,9,16,15,7.69,12,N
10,10,6,0,21,4,8,0.13,2,2.0,8,1.0,23,1,0,61,0,36.89,28.34,29630.1,0.35,164,0.04,1646.12,1045.51,0.13,1,2,17,0.09,74,90,47,36,93,25.61,61,Y
6,13,7,0,6,24,7,0.23,12,2.0,6,0.86,31,1,0,31,0,62.84,11.23,7918.85,0.24,130,0.09,439.94,705.41,0.14,6,12,26,0.16,58,72,31,12,44,16.21,31,N
6,10,5,0,7,12,6,0.26,6,2.0,5,0.83,22,1,0,23,0,34.0,13.52,6218.16,0.15,87,0.07,345.45,459.83,0.17,3,6,18,0.16,35,52,22,17,37,23.33,23,N
20,33,13,0,9,16,28,0.28,8,2.0,15,0.54,118,1,0,100,1,78.34,47.45,176348.54,1.24,526,0.02,9797.14,3716.76,0.04,4,8,92,0.22,223,303,94,40,130,8.26,100,N
0,7,1,0,0,12,4,0.4,6,2.0,2,0.5,14,1,0,10,0,31.93,5.45,949.99,0.06,41,0.18,52.78,174.17,0.25,3,6,12,0.36,15,26,11,8,11,0.0,10,Y
3,8,5,0,0,8,5,0.25,4,2.0,5,1.0,17,1,0,20,0,31.91,7.6,1842.99,0.08,51,0.13,102.39,242.5,0.2,2,4,14,0.21,19,32,15,12,24,0.0,20,N
9,7,6,0,7,12,4,0.24,6,2.0,4,1.0,19,1,0,17,2,76.51,5.0,1912.87,0.13,74,0.2,106.27,382.57,0.25,3,6,17,0.12,35,39,28,8,34,29.17,17,N
7,9,9,0,1,14,5,0.12,6,2.33,4,0.8,31,5,1,41,1,53.95,20.13,21852.33,0.36,179,0.05,1214.02,1085.83,1.0,4,7,28,0.1,77,102,44,23,50,2.38,41,N
10,17,4,0,10,28,9,0.29,12,2.33,3,0.33,39,5,0,31,0,52.98,20.54,22355.6,0.36,190,0.05,1241.98,1088.3,0.56,8,15,32,0.17,87,103,36,17,52,24.39,31,N
3,8,3,0,3,4,6,0.29,2,2.0,2,0.33,20,1,0,21,0,28.09,21.86,13420.45,0.2,117,0.05,745.58,614.01,0.17,1,2,16,0.21,54,63,21,17,28,12.5,21,N
1,3,2,0,0,4,2,0.2,2,2.0,2,1.0,7,1,0,10,3,22.64,5.73,742.59,0.04,30,0.17,41.25,129.66,0.5,1,2,7,0.17,14,16,11,9,12,0.0,10,N
3,5,4,0,6,8,3,0.18,4,2.0,3,1.0,13,1,0,17,1,39.99,5.59,1248.86,0.07,47,0.18,69.38,223.48,0.33,2,4,12,0.11,19,28,17,10,27,26.09,17,N
16,25,17,0,3,32,15,0.27,14,2.29,15,1.0,74,1,0,56,1,65.75,18.88,23432.15,0.41,211,0.05,1301.79,1241.24,0.07,9,16,61,0.2,86,125,41,18,76,5.08,56,Y
1,5,4,0,0,8,3,0.17,4,2.0,3,1.0,13,1,0,18,0,49.47,4.42,966.99,0.07,46,0.23,53.72,218.72,0.33,2,4,12,0.15,21,25,19,8,20,0.0,18,Y
11,17,12,0,16,26,9,0.18,12,2.17,7,0.78,55,3,0,50,2,66.78,20.93,29266.83,0.47,233,0.05,1625.93,1398.0,0.33,7,13,48,0.12,107,126,46,18,78,24.24,50,N
9,7,9,0,3,4,5,0.13,2,2.0,5,1.0,26,1,0,38,0,49.05,14.86,10838.14,0.24,125,0.07,602.12,729.11,0.2,1,2,23,0.1,55,70,37,20,51,7.32,38,N
2,5,0,0,4,8,3,0.33,4,2.0,1,0.33,10,1,0,9,0,14.06,7.5,791.15,0.04,27,0.13,43.95,105.49,0.33,2,4,9,0.19,10,17,6,9,16,30.77,9,N
12,5,10,0,4,8,3,0.06,4,2.0,3,1.0,21,1,0,48,1,63.45,13.77,12025.31,0.29,160,0.07,668.07,873.51,0.33,2,4,20,0.05,59,101,30,14,65,7.69,48,N
9,28,6,0,4,16,22,0.48,8,2.0,21,0.95,59,1,0,46,2,54.53,33.06,59603.26,0.6,286,0.03,3311.29,1802.88,0.05,4,8,39,0.37,114,172,50,29,60,8.0,46,N
2,13,6,0,3,20,7,0.41,8,2.5,6,0.86,26,1,0,17,0,35.25,8.8,2730.02,0.1,66,0.11,151.67,310.23,0.14,6,10,21,0.3,24,42,15,11,23,15.0,17,N
2,7,4,0,0,12,4,0.33,6,2.0,3,0.75,15,1,0,12,0,25.93,5.5,784.43,0.05,33,0.18,43.58,142.62,0.25,3,6,13,0.27,11,22,10,10,15,0.0,12,N
4,19,6,0,1,32,10,0.31,14,2.29,9,0.9,37,4,0,32,0,49.95,12.36,7636.01,0.21,110,0.08,424.22,617.62,0.4,9,16,29,0.26,51,59,33,16,38,3.03,32,N
5,13,4,0,6,22,7,0.28,10,2.2,6,0.86,26,6,0,25,0,32.88,10.95,3941.05,0.12,72,0.09,218.95,360.0,0.86,6,11,21,0.19,32,40,19,13,37,19.35,25,N
5,5,4,0,4,8,3,0.19,4,2.0,3,1.0,12,1,0,16,3,23.2,12.5,3624.82,0.1,57,0.08,201.38,289.99,0.33,2,4,11,0.12,25,32,17,17,26,20.0,16,N
4,6,6,0,2,4,4,0.15,2,2.0,4,1.0,17,1,0,27,0,35.47,12.24,5313.4,0.14,80,0.08,295.19,434.1,0.25,1,2,15,0.12,34,46,25,18,34,6.9,27,N
1,3,0,0,0,4,2,0.4,2,2.0,1,0.5,6,1,0,5,0,16.0,6.5,676.0,0.03,26,0.15,37.56,104.0,0.5,1,2,6,0.29,13,13,8,8,7,0.0,5,N
3,3,5,1,4,4,2,0.11,2,2.0,2,1.0,11,1,0,17,2,39.07,7.06,1946.71,0.09,58,0.14,108.15,275.78,0.5,1,2,11,0.08,24,34,17,10,26,22.73,18,N
17,15,7,0,19,28,8,0.15,14,2.0,7,0.88,37,1,0,52,0,45.71,22.46,23055.47,0.34,176,0.04,1280.86,1026.58,0.13,7,14,31,0.09,77,99,36,21,89,26.76,52,N
7,5,5,0,2,8,3,0.19,4,2.0,3,1.0,15,1,0,16,0,43.23,5.5,1307.59,0.08,50,0.18,72.64,237.74,0.33,2,4,14,0.12,22,28,18,9,26,11.11,16,N
30,50,17,0,25,82,26,0.23,36,2.28,20,0.77,134,9,0,112,0,95.37,34.67,114633.41,1.1,483,0.03,6368.52,3306.37,0.35,23,41,110,0.15,226,257,88,27,168,18.25,112,Y
2,5,2,0,5,8,3,0.33,4,2.0,3,1.0,10,1,0,9,0,19.56,4.5,396.0,0.03,22,0.22,22.0,88.0,0.33,2,4,9,0.18,9,13,8,8,17,35.71,9,N
3,3,2,0,3,4,2,0.29,2,2.0,1,0.5,7,1,0,7,3,13.45,9.0,1089.13,0.04,28,0.11,60.51,121.01,0.5,1,2,7,0.14,12,16,8,12,14,30.0,7,N
1,11,2,0,0,20,6,0.38,10,2.0,6,1.0,21,1,0,16,2,40.18,6.59,1743.9,0.09,57,0.15,96.88,264.7,0.17,5,10,17,0.33,28,29,17,8,18,0.0,16,N
20,31,11,0,33,46,16,0.24,16,2.88,8,0.5,75,6,0,66,0,74.18,20.79,32071.97,0.51,250,0.05,1781.78,1542.48,0.38,15,24,61,0.13,116,134,53,19,120,33.33,66,Y
0,3,0,0,1,4,2,0.2,2,2.0,1,0.5,7,1,0,10,0,16.37,10.5,1806.0,0.06,43,0.1,100.33,172.0,0.5,1,2,7,0.17,21,22,8,8,12,9.09,10,N
26,24,13,1,16,32,14,0.17,14,2.29,11,0.79,88,7,0,82,0,99.15,21.29,44929.28,0.7,322,0.05,2496.07,2110.58,0.5,9,16,76,0.11,148,174,73,21,126,17.17,83,N
3,5,4,0,4,8,3,0.25,4,2.0,3,1.0,11,1,0,12,2,42.23,6.94,2036.45,0.1,61,0.14,113.14,293.25,0.33,2,4,10,0.15,25,36,18,10,20,25.0,12,N
11,3,3,0,3,4,2,0.08,2,2.0,2,1.0,18,1,0,24,0,47.29,17.18,13960.02,0.27,164,0.06,775.56,812.49,0.5,1,2,18,0.05,84,80,22,9,39,11.11,24,N
