LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
14,11,1,2,16,20,6,0.14,10,2.0,3,0.5,28,1,0.0,40,0,41.91,27.61,31948.87,0.39,204,0.04,1774.94,1157.17,0.17,5,10,24,0.08,93,111,32,19,73,31.03,42,N
3,45,5,8,1,68,26,0.31,32,2.13,19,0.73,104,23,0.88,75,4,52.16,53.78,150849.96,0.93,425,0.02,8380.54,2804.96,0.88,18,34,80,0.27,167,258,59,38,96,10.71,83,N
6,3,3,0,8,4,2,0.4,2,2.0,2,1.0,7,1,0.0,5,1,28.99,5.54,889.14,0.05,36,0.18,49.4,160.54,0.5,1,2,7,0.1,16,20,13,9,20,61.54,5,N
8,3,2,2,0,4,2,0.18,2,2.0,2,1.0,7,1,0.0,9,1,28.66,6.23,1113.38,0.06,38,0.16,61.85,178.62,0.5,1,2,7,0.1,17,21,15,11,20,18.18,11,N
25,29,3,2,11,50,15,0.23,22,2.27,3,0.2,64,8,0.5,64,0,95.22,32.39,99926.73,1.03,474,0.03,5551.48,3084.69,0.53,14,25,51,0.15,230,244,71,20,103,16.88,66,N
1,13,4,0,1,16,7,0.47,4,4.0,6,0.86,21,7,1.0,15,0,26.3,11.7,3599.75,0.1,64,0.09,199.99,307.67,1.0,6,8,16,0.39,27,37,15,13,18,6.25,15,N
11,9,0,0,1,14,5,0.24,6,2.33,1,0.2,16,4,0.75,21,1,18.5,21.54,8579.94,0.13,82,0.05,476.66,398.35,0.8,4,7,13,0.15,35,47,13,16,34,4.55,21,N
1,3,0,3,3,4,2,0.2,2,2.0,1,0.5,6,1,0.0,7,1,14.49,36.4,19192.65,0.18,115,0.03,1066.26,527.27,0.5,1,2,6,0.13,52,63,10,14,15,46.15,10,N
1,13,0,0,0,20,7,0.54,8,2.5,1,0.14,21,7,1.0,13,1,10.33,21.25,4666.84,0.07,50,0.05,259.26,219.62,1.0,6,10,16,0.47,17,33,6,15,15,0.0,13,N
2,33,6,2,0,58,17,0.47,26,2.23,7,0.41,68,14,0.81,34,1,30.56,37.08,42020.85,0.38,196,0.03,2334.49,1133.15,0.82,16,29,53,0.44,89,107,30,25,39,5.56,36,N
4,7,1,0,0,8,4,0.4,2,4.0,1,0.25,11,1,0.0,10,2,23.78,10.15,2451.96,0.08,52,0.1,136.22,241.48,0.25,3,4,9,0.27,22,30,13,12,15,0.0,10,N
19,21,4,8,4,28,11,0.29,8,3.5,5,0.45,34,10,0.9,30,1,78.46,12.52,12301.89,0.33,165,0.08,683.44,982.44,0.91,10,22,25,0.18,72,93,46,16,62,28.57,38,Y
0,9,2,1,0,14,5,0.31,6,2.33,3,0.6,15,5,1.0,15,1,19.64,19.69,7612.12,0.13,76,0.05,422.9,386.65,1.0,4,7,12,0.29,35,41,16,18,17,6.25,16,N
7,9,1,2,0,14,5,0.56,6,2.33,2,0.4,14,4,0.75,7,0,13.09,18.67,4559.75,0.08,54,0.05,253.32,244.27,0.8,4,7,11,0.29,24,30,9,14,17,22.22,9,N
12,11,4,2,3,12,6,0.29,4,3.0,4,0.67,20,5,0.8,19,0,28.9,10.82,3385.09,0.1,62,0.09,188.06,312.75,0.83,4,6,16,0.09,23,39,17,16,64,20.83,21,N
12,3,5,1,14,4,2,0.2,2,2.0,2,1.0,10,1,0.0,9,1,33.92,9.38,2981.4,0.11,62,0.11,165.63,318.02,0.5,1,2,10,0.05,25,37,20,15,37,62.5,10,N
8,3,0,0,2,4,2,0.07,2,2.0,1,0.5,6,1,0.0,29,0,62.76,21.36,28626.92,0.45,240,0.05,1590.38,1340.39,0.5,1,2,6,0.05,115,125,35,13,40,6.45,29,N
5,15,3,0,0,28,8,0.24,14,2.0,4,0.5,40,1,0.0,34,3,56.82,11.24,7181.41,0.21,115,0.09,398.97,638.78,0.13,7,14,34,0.2,53,62,33,14,40,0.0,34,N
0,11,1,0,0,8,8,0.47,4,2.0,1,0.13,22,1,0.0,17,2,16.16,19.2,5956.4,0.1,66,0.05,330.91,310.23,0.13,2,4,16,0.44,24,42,10,16,18,0.0,17,N
12,110,19,6,6,196,57,0.4,92,2.13,43,0.75,247,42,0.73,136,2,111.38,61.95,427450.82,2.3,952,0.02,23747.27,6900.03,0.74,52,98,192,0.35,430,522,118,34,161,8.1,142,N
0,5,1,0,0,8,3,0.43,4,2.0,3,1.0,12,1,0.0,7,1,15.57,12.6,2472.31,0.07,44,0.08,137.35,196.21,0.33,2,4,11,0.38,21,23,10,12,8,0.0,7,N
4,5,0,0,1,8,3,0.33,4,2.0,1,0.33,10,1,0.0,9,2,18.27,7.33,982.52,0.04,31,0.14,54.58,133.98,0.33,2,4,9,0.2,12,19,9,11,15,10.0,9,N
6,3,3,0,0,4,2,0.2,2,2.0,2,1.0,9,1,0.0,10,1,28.55,8.0,1827.2,0.08,52,0.13,101.51,228.4,0.5,1,2,9,0.12,26,26,13,8,17,0.0,10,N
0,5,3,1,0,8,3,0.33,4,2.0,3,1.0,12,1,0.0,8,0,22.64,5.73,742.59,0.04,30,0.17,41.25,129.66,0.33,2,4,11,0.3,14,16,11,9,10,11.11,9,N
8,7,1,3,5,12,4,0.17,6,2.0,3,0.75,15,1,0.0,20,0,20.71,28.0,16240.0,0.19,116,0.04,902.22,580.0,0.25,3,6,13,0.11,56,60,16,16,37,28.57,23,N
1,3,1,1,0,4,2,0.29,2,2.0,2,1.0,6,1,0.0,6,0,27.19,11.08,3336.31,0.1,62,0.09,185.35,301.19,0.5,1,2,6,0.22,18,44,13,16,9,14.29,7,N
1,9,2,0,3,14,5,0.29,6,2.33,4,0.8,15,5,1.0,17,3,25.03,8.36,1748.44,0.07,44,0.12,97.14,209.22,1.0,4,7,12,0.23,18,26,14,13,22,15.0,17,N
4,21,2,0,0,40,11,0.52,20,2.0,6,0.55,43,1,0.0,21,2,24.3,27.0,17711.76,0.22,125,0.04,983.99,655.99,0.09,10,20,34,0.42,60,65,20,18,26,0.0,21,N
5,5,3,1,1,8,3,0.2,4,2.0,3,1.0,14,1,0.0,14,0,19.08,9.9,1869.81,0.06,43,0.1,103.88,188.87,0.33,2,4,13,0.14,18,25,10,11,22,12.5,15,N
2,15,4,3,0,20,9,0.43,10,2.0,7,0.78,33,4,0.38,18,2,19.75,23.8,11186.0,0.16,94,0.04,621.44,470.0,0.44,5,10,26,0.2,42,52,15,17,44,14.29,21,N
3,3,0,1,1,4,2,0.15,2,2.0,1,0.5,6,1,0.0,12,1,30.83,17.31,9235.67,0.18,111,0.06,513.09,533.62,0.5,1,2,6,0.11,30,81,13,15,18,14.29,13,N
2,7,2,0,0,8,4,0.31,4,2.0,3,0.75,15,1,0.0,13,0,14.24,12.75,2314.39,0.06,42,0.08,128.58,181.52,0.25,2,4,13,0.25,17,25,8,12,16,0.0,13,N
2,5,3,0,1,8,3,0.19,4,2.0,3,1.0,12,3,1.0,16,1,27.81,6.68,1240.57,0.06,40,0.15,68.92,185.75,1.0,2,4,11,0.15,17,23,14,11,20,5.88,16,N
6,5,1,1,0,8,3,0.21,4,2.0,1,0.33,11,1,0.0,13,3,18.91,10.45,2065.48,0.07,45,0.1,114.75,197.65,0.33,2,4,10,0.14,19,26,10,11,21,7.14,14,N
20,15,1,0,14,28,8,0.22,14,2.0,5,0.63,31,1,0.0,37,0,48.97,21.05,21705.36,0.34,176,0.05,1205.85,1031.0,0.13,7,14,25,0.11,80,96,38,20,72,27.45,37,Y
1,7,2,0,0,12,4,0.5,6,2.0,3,0.75,14,3,0.67,8,1,14.4,10.0,1440.0,0.05,36,0.1,80.0,144.0,0.75,3,6,12,0.4,12,24,6,10,10,0.0,8,N
35,15,11,2,18,26,8,0.15,12,2.17,7,0.88,41,4,0.43,52,3,61.71,22.17,30324.0,0.46,228,0.05,1684.67,1368.0,0.5,7,13,35,0.07,105,123,45,19,108,27.78,54,N
4,21,2,0,1,34,11,0.38,14,2.43,3,0.27,39,5,0.4,29,3,26.43,34.72,31867.04,0.31,161,0.03,1770.39,917.77,0.45,10,17,30,0.31,75,86,27,25,35,3.33,29,N
16,11,13,3,6,24,6,0.1,12,2.0,5,0.83,45,1,0.0,59,0,66.95,25.45,43359.38,0.57,268,0.04,2408.85,1703.82,0.17,6,12,41,0.06,123,145,58,24,107,13.24,62,N
3,51,9,0,0,96,26,0.32,46,2.09,16,0.62,108,22,0.84,82,2,80.57,35.41,101041.69,0.95,444,0.03,5613.43,2853.26,0.85,25,48,84,0.3,194,250,63,23,86,0.0,82,N
17,33,0,15,0,64,17,0.25,32,2.0,1,0.06,81,1,0.0,53,1,396.21,14.03,77960.6,1.85,783,0.07,4331.14,5557.76,0.06,16,32,66,0.2,399,384,128,9,86,22.06,68,N
1,7,0,0,0,8,4,0.44,2,4.0,1,0.25,10,4,1.0,9,1,17.8,12.28,2682.84,0.07,49,0.08,149.05,218.51,1.0,3,4,8,0.36,17,32,9,13,11,0.0,9,N
7,3,1,1,6,4,2,0.33,2,2.0,2,1.0,6,1,0.0,5,1,20.84,3.94,323.05,0.03,21,0.25,17.95,82.04,0.5,1,2,6,0.1,9,12,8,7,20,58.33,6,N
4,33,8,0,0,58,17,0.44,26,2.23,10,0.59,63,8,0.44,39,3,47.02,30.81,44643.75,0.48,238,0.03,2480.21,1448.82,0.47,16,29,48,0.39,106,132,43,25,44,0.0,39,N
21,15,7,4,3,12,9,0.19,4,3.0,7,0.78,30,5,0.5,43,0,40.02,17.15,11771.13,0.23,121,0.06,653.95,686.36,0.56,4,6,23,0.13,49,72,30,21,72,14.0,47,N
13,9,3,1,25,14,5,0.42,6,2.33,1,0.2,17,1,0.0,11,0,27.87,8.63,2073.17,0.08,50,0.12,115.18,240.37,0.2,4,7,14,0.1,23,27,16,12,51,70.27,12,N
3,5,1,2,0,4,3,0.17,2,2.0,2,0.67,9,3,1.0,16,1,26.3,10.45,2872.09,0.09,52,0.1,159.56,274.84,1.0,1,2,8,0.04,22,30,20,19,80,11.11,18,N
12,11,0,0,58,20,6,0.03,10,2.0,1,0.17,21,1,0.0,195,4,355.66,18.58,122751.71,2.2,919,0.05,6819.54,6607.45,0.17,5,10,17,0.02,456,463,135,11,266,22.92,195,N
0,3,1,0,0,4,2,0.5,2,2.0,2,1.0,6,1,0.0,4,1,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,0.5,1,2,6,0.4,3,6,3,6,5,0.0,4,N
15,15,5,0,50,24,8,0.04,10,2.4,1,0.13,57,1,0.0,190,4,175.59,53.22,497406.05,3.12,1309,0.02,27633.67,9345.67,0.13,7,12,51,0.03,644,665,121,20,256,20.83,190,N
0,3,0,0,0,4,2,0.4,2,2.0,1,0.5,5,1,0.0,5,3,10.75,4.0,172.08,0.01,12,0.25,9.56,43.02,0.5,1,2,5,0.33,4,8,4,8,6,0.0,5,N
4,3,0,1,1,4,2,0.29,2,2.0,1,0.5,5,1,0.0,6,2,14.14,5.25,389.71,0.02,19,0.19,21.65,74.23,0.5,1,2,5,0.15,7,12,6,9,13,25.0,7,N
2,15,1,0,0,24,8,0.33,10,2.4,2,0.25,27,7,0.86,24,3,10.04,45.0,20327.14,0.15,95,0.02,1129.29,451.71,0.88,7,12,21,0.3,45,50,9,18,27,0.0,24,N
4,9,4,1,0,16,5,0.15,8,2.0,4,0.8,21,1,0.0,33,2,37.18,17.68,11620.19,0.22,119,0.06,645.57,657.3,0.2,4,8,18,0.13,55,64,28,18,39,2.94,34,N
1,9,3,0,0,14,5,0.45,6,2.33,3,0.6,21,3,0.5,11,3,25.83,12.0,3720.0,0.1,62,0.08,206.67,310.0,0.6,4,7,18,0.38,24,38,16,16,13,0.0,11,N
3,3,0,0,0,4,2,0.5,2,2.0,1,0.5,6,1,0.0,4,3,12.44,9.0,1008.0,0.04,28,0.11,56.0,112.0,0.5,1,2,6,0.25,14,14,7,9,8,0.0,4,N
19,11,5,4,19,20,6,0.25,10,2.0,3,0.5,29,1,0.0,20,1,32.36,31.53,32175.94,0.34,179,0.03,1787.55,1020.38,0.17,5,10,25,0.1,86,93,30,22,63,53.49,24,N
1,5,0,0,0,8,3,0.43,4,2.0,1,0.33,9,1,0.0,7,2,18.88,9.0,1529.25,0.06,40,0.11,84.96,169.92,0.33,2,4,8,0.33,20,20,10,9,9,0.0,7,N
15,13,1,0,0,24,7,0.28,12,2.0,6,0.86,31,1,0.0,25,2,38.61,14.97,8655.44,0.19,119,0.07,480.86,578.1,0.14,6,12,26,0.17,49,70,18,11,41,0.0,25,Y
13,7,5,5,5,12,4,0.14,6,2.0,4,1.0,17,1,0.0,24,1,50.97,10.6,5730.99,0.18,99,0.09,318.39,540.48,0.25,3,6,15,0.08,41,58,29,15,48,29.41,29,Y
8,5,2,1,9,8,3,0.21,4,2.0,2,0.67,12,1,0.0,13,2,30.78,10.5,3393.02,0.11,63,0.1,188.5,323.14,0.33,2,4,11,0.09,28,35,20,15,32,43.48,14,N
3,5,1,1,0,6,3,0.21,2,3.0,2,0.67,8,3,1.0,13,4,23.84,7.5,1341.1,0.06,39,0.13,74.51,178.81,1.0,2,3,7,0.17,15,24,12,12,18,7.14,14,N
0,3,2,0,0,4,2,0.22,2,2.0,2,1.0,8,1,0.0,9,2,16.25,8.89,1283.82,0.05,34,0.11,71.32,144.43,0.5,1,2,8,0.2,16,18,9,10,10,0.0,9,N
14,11,1,0,4,20,6,0.3,10,2.0,4,0.67,27,1,0.0,20,0,51.1,12.22,7632.82,0.21,119,0.08,424.05,624.5,0.17,5,10,23,0.15,60,59,27,11,39,16.67,20,Y
4,3,3,0,0,4,2,0.33,2,2.0,2,1.0,7,1,0.0,6,2,23.63,6.0,850.66,0.05,34,0.17,47.26,141.78,0.5,1,2,7,0.18,15,19,10,8,11,0.0,6,N
16,12,6,6,13,16,7,0.2,8,2.0,6,0.86,27,1,0.0,29,0,48.73,13.64,9060.53,0.22,116,0.07,503.36,664.44,0.14,4,8,22,0.11,45,71,33,20,65,39.58,35,N
6,3,0,0,1,4,2,0.17,2,2.0,1,0.5,7,1,0.0,12,0,29.04,8.92,2312.39,0.09,59,0.11,128.47,259.14,0.5,1,2,7,0.1,29,30,13,8,20,7.69,12,N
1,3,0,0,0,4,2,0.29,2,2.0,1,0.5,5,1,0.0,7,1,14.51,4.2,255.97,0.02,17,0.24,14.22,60.94,0.5,1,2,5,0.22,6,11,5,7,9,0.0,7,N
6,3,1,0,1,4,2,0.08,2,2.0,1,0.5,6,1,0.0,25,3,14.23,94.77,127850.89,0.45,287,0.01,7102.83,1349.03,0.5,1,2,6,0.06,139,148,11,15,33,3.85,25,N
35,7,5,4,57,12,4,0.09,6,2.0,2,0.5,25,1,0.0,42,1,77.69,36.83,105400.45,0.95,458,0.03,5855.58,2861.55,0.25,3,6,23,0.03,221,237,57,19,139,59.22,46,Y
33,7,2,4,19,12,4,0.18,6,2.0,4,1.0,19,1,0.0,18,0,43.02,9.88,4199.81,0.14,81,0.1,233.32,425.08,0.25,3,6,17,0.05,38,43,25,13,75,56.1,22,N
1,9,1,0,0,16,5,0.28,8,2.0,1,0.2,22,1,0.0,18,1,11.47,28.0,8990.21,0.11,72,0.04,499.46,321.08,0.2,4,8,19,0.25,32,40,8,14,20,0.0,18,N
1,9,0,0,0,16,5,0.31,8,2.0,1,0.2,19,1,0.0,16,1,25.24,14.54,5332.64,0.12,79,0.07,296.26,366.86,0.2,4,8,16,0.28,37,42,14,11,18,0.0,16,N
24,37,5,18,38,62,19,0.16,26,2.38,10,0.53,70,9,0.44,103,4,182.27,15.56,44121.9,0.95,419,0.06,2451.22,2835.87,0.47,18,31,53,0.1,195,224,94,15,184,35.22,121,N
2,3,0,0,0,4,2,0.5,2,2.0,1,0.5,6,1,0.0,4,1,7.91,6.13,296.65,0.02,14,0.16,16.48,48.43,0.5,1,2,6,0.29,7,7,4,7,7,0.0,4,N
3,7,0,1,3,12,4,0.27,6,2.0,1,0.25,16,1,0.0,14,1,28.72,9.38,2523.86,0.09,56,0.11,140.21,269.21,0.25,3,6,14,0.18,25,31,16,12,22,22.22,15,N
4,13,8,0,0,24,7,0.28,12,2.0,6,0.86,34,6,0.83,25,2,43.02,16.56,11801.69,0.24,125,0.06,655.65,712.55,0.86,6,12,29,0.23,53,72,32,20,30,0.0,25,N
28,31,6,5,35,54,16,0.16,24,2.25,9,0.56,59,8,0.47,97,2,142.15,18.84,50427.99,0.89,389,0.05,2801.56,2677.35,0.5,15,27,45,0.1,174,215,97,21,166,29.2,102,Y
3,19,7,0,0,36,10,0.33,18,2.0,10,1.0,47,5,0.44,30,2,43.84,22.75,22691.4,0.33,171,0.04,1260.63,997.42,0.5,9,18,39,0.29,78,93,36,21,34,0.0,30,N
43,13,10,3,15,24,7,0.17,12,2.0,7,1.0,33,1,0.0,38,1,49.36,14.73,10712.03,0.24,134,0.07,595.11,727.12,0.14,6,12,28,0.07,55,79,28,15,100,32.14,41,N
8,5,1,1,0,8,3,0.43,4,2.0,2,0.67,11,1,0.0,6,2,18.95,7.5,1066.0,0.05,31,0.13,59.22,142.13,0.33,2,4,10,0.19,15,16,12,12,16,14.29,7,N
3,5,4,0,0,8,3,0.25,4,2.0,3,1.0,12,1,0.0,12,0,24.82,7.86,1532.47,0.07,42,0.13,85.14,195.04,0.33,2,4,11,0.19,20,22,14,11,16,0.0,12,N
5,3,0,0,0,4,2,0.5,2,2.0,1,0.5,6,1,0.0,4,0,11.42,6.67,507.65,0.03,20,0.15,28.2,76.15,0.5,1,2,6,0.2,10,10,6,8,10,0.0,4,N
