LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
1,5,3,0,0,6,3,0.3,2,3.0,2,0.67,10,3,1.0,10,1,22.75,11.0,2752.77,0.08,51,0.09,152.93,250.25,1.0,2,3,9,0.25,22,29,15,15,12,0.0,10,N
11,11,1,1,27,20,6,0.14,10,2.0,3,0.5,22,1,0.0,43,1,47.47,22.17,23323.93,0.35,182,0.05,1295.77,1052.21,0.17,5,10,18,0.07,84,98,36,19,83,39.44,44,N
6,35,8,0,1,66,18,0.29,32,2.06,11,0.61,79,12,0.65,62,2,50.27,39.28,77553.76,0.66,319,0.03,4308.54,1974.55,0.67,17,33,63,0.16,142,177,47,26,113,1.59,62,N
1,13,1,0,1,24,7,0.41,12,2.0,3,0.43,25,1,0.0,17,3,12.97,39.75,20489.85,0.17,111,0.03,1138.33,515.47,0.14,6,12,20,0.35,53,58,10,15,20,5.56,17,N
1,7,0,0,0,12,4,0.4,6,2.0,1,0.25,15,1,0.0,10,0,6.88,24.38,4084.91,0.06,41,0.04,226.94,167.59,0.25,3,6,13,0.33,15,26,4,13,12,0.0,10,N
5,3,2,0,4,4,2,0.14,2,2.0,1,0.5,7,1,0.0,14,1,41.58,15.91,10529.3,0.22,129,0.06,584.96,661.68,0.5,1,2,7,0.08,61,68,23,12,24,22.22,14,N
2,17,1,0,0,30,9,0.56,14,2.14,2,0.22,31,9,1.0,16,0,10.13,32.58,10759.67,0.11,73,0.03,597.76,330.22,1.0,8,15,24,0.47,23,50,6,17,19,0.0,16,N
2,3,1,0,0,4,2,0.17,2,2.0,1,0.5,7,1,0.0,12,0,18.01,6.25,703.67,0.04,27,0.16,39.09,112.59,0.5,1,2,7,0.13,10,17,8,10,15,0.0,12,N
9,9,4,2,8,10,5,0.22,4,2.5,3,0.6,18,4,0.75,21,0,32.1,20.26,13174.23,0.22,113,0.05,731.9,650.3,0.8,3,5,15,0.07,47,66,29,25,74,32.25,23,Y
2,3,1,0,1,4,2,0.29,2,2.0,2,1.0,5,1,0.0,7,0,17.79,5.63,562.94,0.03,24,0.18,31.27,100.08,0.5,1,2,5,0.18,9,15,8,10,11,12.5,7,N
5,15,3,0,0,28,8,0.24,14,2.0,4,0.5,40,1,0.0,34,3,56.82,11.24,7181.41,0.21,115,0.09,398.97,638.78,0.13,7,14,34,0.2,53,62,33,14,40,0.0,34,N
27,11,13,2,50,20,6,0.1,10,2.0,4,0.67,35,1,0.0,61,1,164.89,6.87,7793.81,0.38,182,0.15,432.99,1133.65,0.17,5,10,31,0.04,80,102,64,11,164,46.02,63,N
2,3,1,0,0,4,2,0.14,2,2.0,2,1.0,9,1,0.0,14,6,18.15,15.0,4084.22,0.09,63,0.07,226.9,272.28,0.5,1,2,9,0.12,30,33,10,10,17,0.0,14,N
7,5,3,0,1,8,3,0.25,4,2.0,3,1.0,10,1,0.0,12,1,19.74,11.67,2687.08,0.08,49,0.09,149.28,230.32,0.33,2,4,9,0.14,20,29,12,14,21,7.69,12,N
1,3,2,0,0,4,2,0.33,2,2.0,1,0.5,7,1,0.0,6,2,15.9,6.43,656.91,0.03,25,0.16,36.5,102.19,0.5,1,2,7,0.25,9,16,7,10,8,0.0,6,N
1,11,1,0,1,20,6,0.43,10,2.0,2,0.33,21,4,0.6,14,3,16.12,22.73,8332.05,0.12,74,0.04,462.89,366.61,0.67,5,10,17,0.35,25,49,11,20,17,6.67,14,N
4,5,1,0,0,8,3,0.43,4,2.0,2,0.67,10,1,0.0,7,0,13.13,11.0,1588.72,0.05,34,0.09,88.26,144.43,0.33,2,4,9,0.25,16,18,8,11,12,0.0,7,N
13,7,2,0,0,12,4,0.2,6,2.0,4,1.0,14,1,0.0,20,1,32.68,13.91,6322.3,0.15,86,0.07,351.24,454.54,0.25,3,6,12,0.12,36,50,22,17,34,0.0,20,N
7,7,1,0,0,12,4,0.29,6,2.0,2,0.5,16,1,0.0,14,2,21.63,16.67,6009.19,0.12,75,0.06,333.84,360.55,0.25,3,6,14,0.18,25,50,12,16,22,0.0,14,N
9,3,1,1,25,4,2,0.11,2,2.0,2,1.0,12,1,0.0,18,0,27.79,12.66,4451.81,0.12,71,0.08,247.32,351.75,0.5,1,2,12,0.04,27,44,16,15,54,59.09,19,Y
0,9,1,0,0,16,5,0.25,8,2.0,4,0.8,22,1,0.0,20,0,17.14,43.85,32955.41,0.25,149,0.02,1830.86,751.61,0.2,4,8,19,0.24,57,92,13,20,21,0.0,20,N
3,3,0,0,0,4,2,0.2,2,2.0,1,0.5,6,1,0.0,10,2,8.79,12.0,1265.83,0.04,27,0.08,70.32,105.49,0.5,1,2,6,0.14,12,15,5,10,14,0.0,10,N
8,11,5,2,0,8,7,0.29,2,4.0,5,0.71,18,4,0.5,22,0,32.24,15.65,7898.75,0.17,93,0.06,438.82,504.64,0.57,3,4,13,0.21,36,57,23,20,33,8.33,24,N
0,11,3,0,0,20,6,0.27,10,2.0,4,0.67,26,1,0.0,22,0,33.56,12.02,4852.71,0.13,80,0.08,269.59,403.55,0.17,5,10,22,0.26,37,43,20,13,23,0.0,22,N
0,5,0,0,0,6,3,0.6,2,3.0,1,0.33,7,3,1.0,5,1,13.11,4.8,301.96,0.02,17,0.21,16.78,62.91,1.0,2,3,6,0.5,6,11,5,8,6,0.0,5,N
4,7,1,2,7,12,4,0.29,6,2.0,2,0.5,13,1,0.0,12,0,32.54,10.88,3848.89,0.12,69,0.09,213.83,353.92,0.25,3,6,11,0.15,29,40,20,15,26,42.86,14,Y
3,9,5,0,0,16,5,0.45,8,2.0,4,0.8,21,3,0.5,11,0,15.17,23.86,8637.06,0.12,77,0.04,479.84,361.93,0.6,4,8,18,0.33,35,42,11,15,15,0.0,11,N
5,7,2,0,1,10,4,0.33,4,2.5,2,0.5,13,3,0.67,12,2,23.58,15.75,5849.31,0.12,73,0.06,324.96,371.38,0.75,3,5,11,0.21,28,45,16,18,19,7.69,12,N
1,5,1,0,1,8,3,0.3,4,2.0,2,0.67,9,1,0.0,10,1,12.54,12.75,2038.87,0.05,37,0.08,113.27,159.91,0.33,2,4,8,0.23,17,20,8,12,13,9.09,10,N
0,9,1,0,4,12,5,0.26,4,3.0,3,0.6,14,5,1.0,19,3,30.08,11.53,3998.33,0.12,70,0.09,222.13,346.79,1.0,4,6,11,0.21,28,42,17,14,24,17.39,19,N
1,5,2,0,1,8,3,0.23,4,2.0,3,1.0,12,1,0.0,13,1,19.11,10.5,2107.08,0.07,45,0.1,117.06,200.67,0.33,2,4,11,0.19,21,24,11,11,16,7.14,13,N
16,27,0,1,20,48,14,0.38,22,2.18,1,0.07,54,5,0.31,36,0,27.54,29.7,24290.93,0.27,174,0.03,1349.5,817.88,0.36,13,24,42,0.19,81,93,15,11,74,36.84,37,N
7,8,5,0,0,4,6,0.21,2,2.0,5,0.83,19,1,0.0,28,1,34.79,13.73,6559.11,0.16,86,0.07,364.4,477.69,0.17,1,2,15,0.17,34,52,26,21,36,0.0,28,Y
6,9,2,0,0,14,5,0.18,6,2.33,4,0.8,25,3,0.5,28,2,21.9,24.44,13084.83,0.18,102,0.04,726.94,535.29,0.6,4,7,22,0.14,44,58,18,20,35,0.0,28,N
1,3,2,0,2,4,2,0.29,2,2.0,2,1.0,8,1,0.0,7,0,15.23,5.0,380.74,0.03,20,0.2,21.15,76.15,0.5,1,2,8,0.18,10,10,7,7,11,22.22,7,N
12,5,2,0,13,8,3,0.16,4,2.0,2,0.67,16,1,0.0,19,1,58.18,15.45,13896.4,0.3,161,0.06,772.02,899.18,0.33,2,4,15,0.07,68,93,33,15,45,40.63,19,N
20,11,8,0,6,18,6,0.16,8,2.25,6,1.0,28,6,1.0,38,0,66.64,21.71,31422.74,0.48,244,0.05,1745.71,1447.1,1.0,5,9,24,0.09,96,148,42,19,65,13.64,38,Y
8,11,2,2,13,18,6,0.24,8,2.25,2,0.33,22,4,0.6,23,2,53.64,18.95,19255.97,0.34,175,0.05,1069.78,1016.29,0.67,5,9,18,0.13,80,95,38,18,47,39.47,25,N
1,11,2,0,0,20,6,0.35,10,2.0,3,0.5,22,1,0.0,17,0,14.61,21.67,6860.09,0.11,71,0.05,381.12,316.62,0.17,5,10,18,0.32,30,41,9,13,19,0.0,17,N
11,17,2,0,5,24,9,0.45,8,3.0,4,0.44,26,9,1.0,20,0,31.49,19.57,12054.49,0.21,115,0.05,669.69,616.12,1.0,8,12,19,0.24,50,65,23,18,37,20.0,20,N
2,15,6,0,0,28,8,0.3,14,2.0,8,1.0,37,1,0.0,27,2,31.82,22.41,15978.01,0.24,127,0.04,887.67,713.07,0.13,7,14,31,0.18,55,72,27,22,45,0.0,27,N
1,11,0,0,0,16,6,0.55,6,2.67,1,0.17,19,5,0.8,11,0,8.91,22.4,4472.22,0.07,47,0.04,248.46,199.65,0.83,5,8,15,0.46,16,31,5,14,13,0.0,11,N
4,11,4,0,3,18,6,0.25,8,2.25,4,0.67,22,4,0.6,24,2,29.2,19.5,11102.33,0.19,111,0.05,616.8,569.35,0.67,5,9,18,0.19,52,59,20,15,32,11.11,24,N
2,5,3,0,0,8,3,0.27,4,2.0,3,1.0,10,1,0.0,11,0,18.35,8.33,1274.38,0.05,36,0.12,70.8,152.93,0.33,2,4,9,0.21,15,21,9,10,14,0.0,11,N
7,5,3,0,2,8,3,0.13,4,2.0,3,1.0,17,1,0.0,23,0,37.53,13.2,6539.54,0.17,100,0.08,363.31,495.42,0.33,2,4,16,0.09,48,52,20,11,33,8.0,23,N
4,24,3,10,1,28,16,0.22,14,2.0,5,0.31,49,1,0.0,64,0,36.82,82.8,252471.13,1.02,488,0.01,14026.17,3048.99,0.06,7,14,35,0.2,194,294,41,35,80,14.67,74,N
2,9,0,0,0,16,5,0.45,8,2.0,1,0.2,18,4,0.75,11,0,7.24,21.0,3192.0,0.05,38,0.05,177.33,152.0,0.8,4,8,15,0.36,14,24,4,12,14,0.0,11,N
8,3,1,0,3,4,2,0.1,2,2.0,2,1.0,7,1,0.0,21,1,35.63,14.48,7465.89,0.17,99,0.07,414.77,515.74,0.5,1,2,7,0.06,38,61,21,16,33,12.5,21,N
7,3,4,0,4,4,2,0.14,2,2.0,2,1.0,10,1,0.0,14,0,31.45,4.73,702.84,0.05,35,0.21,39.05,148.68,0.5,1,2,10,0.08,13,22,11,8,26,22.22,14,N
1,3,1,0,0,4,2,0.67,2,2.0,2,1.0,6,1,0.0,3,0,11.23,14.0,2200.43,0.05,37,0.07,122.25,157.17,0.5,1,2,6,0.4,10,27,5,14,5,0.0,3,N
16,15,9,4,2,12,9,0.23,4,3.0,7,0.78,33,5,0.5,36,0,41.98,23.21,22625.5,0.32,165,0.04,1256.97,974.64,0.56,4,6,26,0.15,65,100,35,25,59,14.29,40,N
3,3,2,0,0,4,2,0.17,2,2.0,2,1.0,8,1,0.0,12,1,19.16,6.19,733.44,0.04,29,0.16,40.75,118.54,0.5,1,2,8,0.13,11,18,8,9,16,0.0,12,N
7,11,0,1,0,20,6,0.17,10,2.0,1,0.17,23,1,0.0,34,5,32.18,45.0,65170.26,0.48,278,0.02,3620.57,1448.23,0.17,5,10,19,0.14,132,146,22,15,43,2.86,35,N
10,7,0,3,10,12,4,0.16,6,2.0,1,0.25,15,1,0.0,22,0,49.56,15.25,11526.14,0.25,143,0.07,640.34,755.81,0.25,3,6,13,0.09,61,82,26,13,46,37.14,25,N
1,7,0,0,0,12,4,0.29,6,2.0,1,0.25,14,3,0.67,14,1,15.86,13.3,2805.08,0.07,46,0.08,155.84,210.91,0.75,3,6,12,0.25,19,27,10,14,16,0.0,14,N
24,29,3,0,34,52,15,0.18,24,2.17,6,0.4,63,5,0.29,83,0,88.12,40.15,142018.98,1.18,558,0.02,7889.94,3537.64,0.33,14,26,50,0.12,262,296,62,19,126,29.06,83,N
8,3,2,0,4,4,2,0.06,2,2.0,1,0.5,8,1,0.0,35,0,100.04,13.22,17485.4,0.44,213,0.08,971.41,1322.61,0.5,1,2,8,0.04,104,109,59,15,48,10.26,35,N
23,51,0,0,13,84,26,0.36,34,2.47,1,0.04,86,13,0.48,72,0,67.01,40.21,108344.7,0.9,425,0.02,6019.15,2694.44,0.5,25,42,62,0.24,191,234,57,24,109,15.29,72,N
1,11,1,5,0,20,6,0.22,10,2.0,2,0.33,24,4,0.6,22,1,16.21,46.93,35696.56,0.25,146,0.02,1983.14,760.58,0.67,5,10,20,0.21,64,82,15,22,29,18.52,27,N
42,27,11,0,8,34,14,0.3,10,3.4,4,0.29,65,9,0.62,46,0,68.52,22.38,34316.47,0.51,238,0.04,1906.47,1533.42,0.64,12,17,53,0.07,111,127,62,25,211,14.81,46,N
21,20,6,6,20,28,12,0.16,14,2.0,7,0.58,50,1,0.0,71,0,47.35,53.47,135395.77,0.84,393,0.02,7521.99,2532.08,0.08,7,14,40,0.1,175,218,54,33,119,26.8,77,N
12,5,6,0,27,8,3,0.1,4,2.0,1,0.33,22,1,0.0,31,2,87.22,17.4,26406.88,0.51,252,0.06,1467.05,1517.64,0.33,2,4,21,0.04,116,136,50,15,71,46.55,31,N
0,11,4,0,0,18,6,0.43,8,2.25,4,0.67,20,6,1.0,14,1,16.89,18.31,5659.53,0.1,63,0.05,314.42,309.13,1.0,5,9,16,0.4,28,35,13,17,15,0.0,14,N
36,13,8,0,42,18,7,0.06,8,2.25,4,0.57,38,3,0.33,120,1,118.33,59.93,424927.99,2.36,1002,0.02,23607.11,7090.97,0.43,5,9,33,0.03,458,544,107,28,218,25.93,120,Y
4,3,1,0,2,4,2,0.29,2,2.0,2,1.0,6,1,0.0,7,0,16.5,6.0,593.95,0.03,26,0.17,33.0,98.99,0.5,1,2,6,0.14,12,14,7,7,14,22.22,7,N
32,39,8,3,22,64,20,0.24,30,2.13,7,0.35,74,15,0.74,80,3,52.36,40.4,85440.05,0.71,325,0.02,4746.67,2115.03,0.75,17,32,56,0.14,142,183,58,33,145,23.81,83,N
5,9,3,3,1,16,5,0.26,8,2.0,2,0.4,18,1,0.0,16,0,17.63,24.81,10852.6,0.15,91,0.04,602.92,437.47,0.2,4,8,15,0.19,43,48,13,15,26,20.0,19,N
9,11,5,0,7,16,6,0.29,8,2.0,6,1.0,22,5,0.8,21,2,41.15,14.0,8065.52,0.19,109,0.07,448.08,576.11,0.83,4,8,18,0.16,50,59,25,14,38,25.0,21,N
2,3,1,0,0,4,2,0.22,2,2.0,2,1.0,7,1,0.0,9,3,15.57,7.5,875.68,0.04,28,0.13,48.65,116.76,0.5,1,2,7,0.17,12,16,8,10,12,0.0,9,N
1,7,0,0,0,12,4,0.15,6,2.0,1,0.25,14,1,0.0,26,0,47.13,21.56,21902.46,0.34,185,0.05,1216.8,1015.99,0.25,3,6,12,0.14,59,126,26,19,28,0.0,26,N
0,5,3,0,0,8,3,0.43,4,2.0,3,1.0,15,1,0.0,7,0,17.66,11.5,2336.0,0.07,47,0.09,129.78,203.13,0.33,2,4,14,0.38,23,24,10,10,8,0.0,7,N
0,3,3,0,0,4,2,0.25,2,2.0,2,1.0,7,1,0.0,8,0,19.43,9.92,1911.12,0.06,41,0.1,106.17,192.72,0.5,1,2,7,0.22,17,24,12,14,9,0.0,8,N
1,5,1,0,0,6,3,0.2,2,3.0,1,0.33,9,3,1.0,15,0,30.72,25.5,19978.47,0.26,154,0.04,1109.91,783.47,1.0,2,3,8,0.18,51,103,17,17,17,0.0,15,N
15,11,8,0,15,18,6,0.14,8,2.25,3,0.5,25,1,0.0,44,0,72.17,16.4,19400.82,0.39,202,0.06,1077.82,1183.31,0.17,5,9,21,0.08,94,108,43,15,75,25.42,44,N
2,7,1,0,0,12,4,0.44,6,2.0,2,0.5,14,3,0.67,9,0,10.4,19.0,3755.43,0.07,45,0.05,208.64,197.65,0.75,3,6,12,0.33,19,26,7,14,12,0.0,9,N
1,5,1,0,0,8,3,0.38,4,2.0,2,0.67,10,3,1.0,8,0,10.76,14.86,2375.83,0.05,37,0.07,131.99,159.91,1.0,2,4,9,0.3,16,21,7,13,10,0.0,8,N
2,3,1,0,0,4,2,0.4,2,2.0,2,1.0,5,1,0.0,5,0,14.06,8.13,927.88,0.04,26,0.12,51.55,114.2,0.5,1,2,5,0.25,10,16,8,13,8,0.0,5,N
10,49,12,2,1,96,25,0.17,48,2.0,22,0.88,139,19,0.75,142,2,129.08,40.59,212710.32,1.75,751,0.02,11817.24,5239.94,0.76,24,48,116,0.16,328,423,101,25,156,2.07,144,N
57,23,5,2,10,32,14,0.17,16,2.0,6,0.43,51,1,0.0,82,0,34.47,45.43,71132.77,0.52,260,0.02,3951.82,1565.82,0.07,8,16,39,0.09,106,154,35,30,152,12.77,84,N
0,5,0,0,0,8,3,0.5,4,2.0,1,0.33,9,1,0.0,6,1,15.36,4.9,368.89,0.03,21,0.2,20.49,75.28,0.33,2,4,8,0.43,7,14,5,7,7,0.0,6,N
1,3,3,1,0,4,2,0.25,2,2.0,2,1.0,8,1,0.0,7,0,17.31,5.5,523.51,0.03,25,0.18,29.08,95.18,0.5,1,2,8,0.2,11,14,7,7,10,12.5,8,N
1,5,2,0,0,6,3,0.3,2,3.0,2,0.67,10,3,1.0,10,2,14.12,10.89,1674.72,0.05,34,0.09,93.04,153.8,1.0,2,3,9,0.25,14,20,9,14,12,0.0,10,N
0,3,0,0,0,4,2,0.4,2,2.0,1,0.5,5,1,0.0,5,0,16.21,4.2,286.08,0.02,19,0.24,15.89,68.11,0.5,1,2,5,0.33,6,13,5,7,6,0.0,5,N
9,11,2,0,6,16,6,0.21,6,2.67,2,0.33,30,5,0.8,29,0,36.38,24.0,20956.91,0.29,159,0.04,1164.27,873.2,0.83,5,8,26,0.11,72,87,27,18,53,17.14,29,N
1,7,2,0,0,12,4,0.36,6,2.0,3,0.75,17,4,1.0,11,1,16.45,14.3,3363.72,0.08,52,0.07,186.87,235.23,1.0,3,6,15,0.31,22,30,10,13,13,0.0,11,N
9,11,1,0,0,14,6,0.33,4,3.5,3,0.5,15,6,1.0,18,1,29.33,13.18,5091.75,0.13,78,0.08,282.87,386.43,1.0,5,7,11,0.21,32,46,17,14,28,0.0,18,N
9,9,2,0,3,12,5,0.28,4,3.0,3,0.6,16,3,0.5,18,0,27.19,18.86,9667.76,0.17,97,0.05,537.1,512.67,0.6,4,6,13,0.16,44,53,21,18,31,14.29,18,N
19,15,3,2,38,28,8,0.13,14,2.0,2,0.25,36,4,0.43,62,0,42.11,37.19,58228.77,0.52,260,0.03,3234.93,1565.82,0.5,7,14,30,0.07,119,141,40,25,122,39.22,64,N
18,15,8,0,5,28,8,0.22,14,2.0,7,0.88,35,3,0.29,37,1,64.45,24.23,37848.02,0.52,250,0.04,2102.67,1561.98,0.38,7,14,29,0.13,105,145,52,24,61,11.9,37,N
5,5,3,1,1,8,3,0.2,4,2.0,3,1.0,14,1,0.0,14,0,15.83,11.0,1915.82,0.06,41,0.09,106.43,174.17,0.33,2,4,13,0.14,16,25,8,11,22,12.5,15,N
3,7,3,2,1,10,4,0.33,4,2.5,2,0.5,14,1,0.0,10,0,32.81,8.31,2263.1,0.09,55,0.12,125.73,272.48,0.25,3,5,12,0.24,23,32,18,13,17,23.08,12,N
0,5,3,0,0,8,3,0.38,4,2.0,3,1.0,15,1,0.0,8,0,17.66,11.5,2336.0,0.07,47,0.09,129.78,203.13,0.33,2,4,14,0.33,23,24,10,10,9,0.0,8,N
2,15,0,0,0,28,8,0.36,14,2.0,1,0.13,29,8,1.0,22,0,15.12,25.5,9828.72,0.13,83,0.04,546.04,385.44,1.0,7,14,23,0.32,34,49,10,15,25,0.0,22,N
10,3,2,0,8,4,2,0.13,2,2.0,2,1.0,15,1,0.0,16,1,60.96,16.47,16530.21,0.33,185,0.06,918.35,1003.86,0.5,1,2,15,0.06,76,109,30,13,35,33.33,16,N
1,16,3,0,0,20,10,0.43,10,2.0,9,0.9,42,1,0.0,23,0,19.57,30.94,18729.81,0.2,119,0.03,1040.55,605.41,0.1,5,10,34,0.4,55,64,16,18,25,0.0,23,N
1,5,1,0,0,8,3,0.3,4,2.0,2,0.67,11,3,1.0,10,0,13.35,18.0,4326.62,0.08,50,0.06,240.37,240.37,1.0,2,4,10,0.25,20,30,10,18,12,0.0,10,N
8,3,5,1,3,4,2,0.07,2,2.0,2,1.0,9,1,0.0,28,0,72.35,9.93,7127.8,0.24,140,0.1,395.99,718.1,0.5,1,2,9,0.02,67,73,27,8,106,12.5,29,Y
28,5,3,4,14,6,3,0.16,2,3.0,2,0.67,10,3,1.0,15,0,31.98,12.25,4798.75,0.13,77,0.08,266.6,391.73,1.0,2,3,9,0.04,35,42,20,14,77,54.55,19,Y
1,3,0,0,0,4,2,0.25,2,2.0,1,0.5,6,1,0.0,8,0,12.48,8.33,866.67,0.03,26,0.12,48.15,104.0,0.5,1,2,6,0.2,10,16,6,10,10,0.0,8,N
1,9,0,0,0,16,5,0.45,8,2.0,1,0.2,18,5,1.0,11,0,8.42,20.4,3502.14,0.06,42,0.05,194.56,171.67,1.0,4,8,15,0.38,17,25,5,12,13,0.0,11,N
1,7,2,0,0,12,4,0.36,6,2.0,4,1.0,16,1,0.0,11,0,28.49,13.18,4947.97,0.13,83,0.08,274.89,375.46,0.25,3,6,14,0.31,41,42,14,9,13,0.0,11,N
14,9,7,0,7,4,7,0.17,2,2.0,7,1.0,23,1,0.0,42,0,35.76,24.62,21677.08,0.29,156,0.04,1204.28,880.44,0.14,1,2,18,0.11,68,88,29,21,64,14.29,42,N
18,17,1,2,0,4,15,0.12,2,2.0,2,0.13,35,1,0.0,120,1,58.14,60.25,211067.8,1.17,532,0.02,11725.99,3503.2,0.07,1,2,22,0.11,241,291,64,32,141,1.64,122,N
1,5,2,0,1,6,3,0.43,2,3.0,3,1.0,8,3,1.0,7,0,19.38,5.06,496.63,0.03,24,0.2,27.59,98.1,1.0,2,3,7,0.3,9,15,8,9,10,12.5,7,N
1,3,1,0,0,4,2,0.22,2,2.0,2,1.0,7,1,0.0,9,3,16.96,6.75,772.53,0.04,28,0.15,42.92,114.45,0.5,1,2,7,0.18,12,16,8,9,11,0.0,9,N
1,3,1,0,0,4,2,0.4,2,2.0,2,1.0,7,1,0.0,5,3,10.99,6.4,449.97,0.02,19,0.16,25.0,70.31,0.5,1,2,7,0.29,8,11,5,8,7,0.0,5,N
1,11,2,0,0,18,6,0.33,8,2.25,2,0.33,21,6,1.0,18,4,22.75,20.0,9099.07,0.15,88,0.05,505.5,454.95,1.0,5,9,17,0.3,40,48,18,18,20,0.0,18,N
3,3,2,0,1,4,2,0.22,2,2.0,2,1.0,7,1,0.0,9,0,22.01,7.2,1140.89,0.05,38,0.14,63.38,158.46,0.5,1,2,7,0.14,18,20,10,8,14,10.0,9,N
2,13,5,0,3,22,7,0.35,10,2.2,4,0.57,28,7,1.0,20,1,25.13,19.0,9073.67,0.16,91,0.05,504.09,477.56,1.0,6,11,23,0.33,38,53,19,19,21,13.04,20,N
32,61,12,4,60,98,31,0.24,38,2.58,13,0.42,108,23,0.73,126,1,88.43,42.69,161178.36,1.26,560,0.02,8954.35,3775.22,0.74,30,50,79,0.14,253,307,80,27,223,33.68,130,N
19,13,3,4,21,24,7,0.23,12,2.0,4,0.57,29,5,0.67,27,0,21.89,30.39,20219.83,0.22,125,0.03,1123.32,665.24,0.71,6,12,24,0.1,55,70,19,21,72,48.08,31,N
1,9,1,0,0,16,5,0.28,8,2.0,2,0.4,22,1,0.0,18,0,15.61,23.18,8390.28,0.12,77,0.04,466.13,361.93,0.2,4,8,19,0.25,34,43,11,15,20,0.0,18,N
