LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
11,9,1,2,6,14,5,0.19,6,2.33,3,0.6,20,4,0.75,24,0,20.13,28.77,16657.75,0.19,118,0.03,925.43,579.01,0.8,4,7,17,0.11,44,74,13,17,45,25.0,26,N
6,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0.0,1,0,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1.0,0,0,3,0.1,3,4,3,4,10,50.0,2,N
1,7,3,0,0,0,4,0.5,0,0.0,3,0.75,16,1,0.0,8,0,21.13,9.29,1821.84,0.07,48,0.11,101.21,196.2,0.25,0,0,14,0.27,13,35,7,10,15,0.0,8,N
6,45,11,2,5,0,23,0.35,0,0.0,19,0.83,108,19,0.82,64,2,45.49,45.94,95998.42,0.7,347,0.02,5333.25,2089.76,0.83,0,0,87,0.29,147,200,40,25,78,9.86,66,N
7,3,3,0,2,4,2,0.12,2,2.0,2,1.0,8,1,0.0,17,4,22.93,9.27,1971.45,0.07,47,0.11,109.53,212.61,0.5,1,2,8,0.06,17,30,11,12,31,10.53,17,N
4,7,2,0,3,12,4,0.18,6,2.0,2,0.5,16,1,0.0,22,1,18.61,23.33,10132.78,0.14,96,0.04,562.93,434.26,0.25,3,6,14,0.13,30,66,9,14,31,12.0,22,N
23,21,2,13,15,40,11,0.14,20,2.0,8,0.73,44,1,0.0,66,0,44.4,36.47,59060.03,0.54,321,0.03,3281.11,1619.25,0.09,10,20,35,0.09,99,222,19,14,119,29.79,79,Y
0,5,1,0,0,8,3,0.19,4,2.0,2,0.67,11,1,0.0,16,2,20.38,15.68,5012.38,0.11,68,0.06,278.47,319.63,0.33,2,4,10,0.16,23,45,11,15,19,0.0,16,N
33,33,6,6,23,58,17,0.24,26,2.23,9,0.53,76,5,0.25,64,0,38.51,58.76,132943.06,0.75,395,0.02,7385.73,2262.53,0.29,16,29,61,0.13,142,253,29,24,128,31.18,70,N
1,11,1,1,1,0,6,0.3,0,0.0,2,0.33,17,6,1.0,19,2,10.03,35.21,12432.13,0.12,77,0.03,690.67,353.04,1.0,0,0,13,0.26,29,48,7,17,23,9.52,20,N
25,15,14,9,5,26,8,0.1,12,2.17,6,0.75,47,4,0.43,73,2,76.97,31.91,78348.5,0.82,398,0.03,4352.69,2455.63,0.5,7,13,41,0.07,178,220,53,19,115,16.09,82,Y
22,21,9,38,12,40,11,0.12,20,2.0,9,0.82,55,1,0.0,51,4,63.24,30.76,59840.57,0.65,328,0.03,3324.48,1945.28,0.09,10,20,46,0.09,136,192,42,19,128,49.5,89,Y
13,11,1,4,8,20,6,0.21,10,2.0,2,0.33,23,1,0.0,25,0,22.29,37.23,30894.1,0.28,181,0.03,1716.34,829.88,0.17,5,10,19,0.12,63,118,11,13,52,32.43,29,N
15,5,4,0,3,6,3,0.23,2,3.0,3,1.0,16,1,0.0,13,0,35.25,13.42,6349.96,0.16,93,0.07,352.78,473.13,0.33,2,3,15,0.09,34,59,19,15,33,18.75,13,N
1,3,0,4,0,4,2,0.18,2,2.0,1,0.5,6,1,0.0,7,5,23.19,9.09,1916.65,0.07,48,0.11,106.48,210.83,0.5,1,2,6,0.11,20,28,11,10,18,36.36,11,N
6,9,2,0,5,0,5,0.22,0,0.0,4,0.8,19,3,0.5,23,2,19.11,23.43,10491.03,0.15,88,0.04,582.83,447.7,0.6,0,0,16,0.14,37,51,15,19,35,17.86,23,N
1,5,1,0,1,0,3,0.43,0,0.0,2,0.67,10,3,1.0,7,0,11.71,9.43,1041.34,0.04,26,0.11,57.85,110.45,1.0,0,0,9,0.3,11,15,7,12,10,12.5,7,N
1,15,0,0,0,0,8,0.42,0,0.0,1,0.13,25,6,0.71,19,1,7.53,74.0,41237.44,0.19,120,0.01,2290.97,557.26,0.75,0,0,19,0.38,37,83,5,20,21,0.0,19,N
15,1,8,8,8,0,1,0.05,0,0.0,1,1.0,11,1,0.0,11,2,118.03,3.19,1200.82,0.13,74,0.31,66.71,376.47,1.0,0,0,12,0.01,37,37,29,5,134,59.26,19,N
11,1,7,0,18,0,1,0.08,0,0.0,1,1.0,11,1,0.0,12,0,61.38,3.63,809.5,0.07,48,0.28,44.97,222.91,1.0,0,0,12,0.02,23,25,19,6,43,60.0,12,N
2,1,1,0,1,0,1,0.25,0,0.0,1,1.0,2,1,0.0,4,0,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1.0,0,0,3,0.11,3,6,2,5,9,20.0,4,N
0,5,0,0,0,0,3,0.6,0,0.0,1,0.33,7,3,1.0,5,1,13.11,4.8,301.96,0.02,17,0.21,16.78,62.91,1.0,0,0,6,0.5,6,11,5,8,6,0.0,5,N
7,7,1,2,3,10,4,0.33,4,2.5,2,0.5,11,1,0.0,10,0,10.98,24.0,6324.94,0.09,60,0.04,351.39,263.54,0.25,3,5,9,0.17,24,36,7,14,24,33.33,12,N
3,7,3,0,0,12,4,0.5,6,2.0,3,0.75,16,1,0.0,8,0,21.13,9.29,1821.84,0.07,48,0.11,101.21,196.2,0.25,3,6,14,0.24,13,35,7,10,17,0.0,8,N
16,3,14,12,12,4,2,0.1,2,2.0,2,1.0,19,1,0.0,9,0,57.37,6.72,2590.56,0.13,74,0.15,143.92,385.5,0.5,1,2,19,0.04,28,46,25,12,51,72.73,21,Y
3,1,0,1,1,0,1,0.04,0,0.0,1,1.0,1,1,0.0,23,0,52.34,13.11,8997.69,0.23,146,0.08,499.87,686.26,1.0,0,0,2,0.03,59,87,18,8,30,8.0,24,Y
5,23,9,1,4,0,12,0.25,0,0.0,9,0.75,57,10,0.82,47,2,52.14,25.38,33598.94,0.44,225,0.04,1866.61,1323.59,0.83,0,0,47,0.21,99,126,39,20,58,9.62,48,N
10,3,0,0,4,4,2,0.14,2,2.0,1,0.5,7,1,0.0,14,2,18.81,17.05,5466.9,0.11,73,0.06,303.72,320.64,0.5,1,2,7,0.06,31,42,10,11,31,22.22,14,N
2,17,4,2,0,0,9,0.45,0,0.0,6,0.67,37,9,1.0,18,0,24.69,20.15,10026.48,0.17,110,0.05,557.03,497.59,1.0,0,0,30,0.32,31,79,10,13,28,10.0,20,N
5,1,3,0,3,0,1,0.11,0,0.0,1,1.0,5,1,0.0,9,0,24.05,11.82,3359.53,0.09,62,0.08,186.64,284.27,1.0,0,0,6,0.05,20,42,11,13,19,25.0,9,N
1,11,1,0,0,0,6,0.5,0,0.0,5,0.83,26,1,0.0,12,0,14.03,23.1,7484.4,0.11,81,0.04,415.8,324.0,0.17,0,0,22,0.32,21,60,5,11,19,0.0,12,N
19,39,5,6,21,76,20,0.2,38,2.0,2,0.1,93,1,0.0,96,1,29.39,91.11,243939.5,0.89,472,0.01,13552.19,2677.38,0.05,19,38,75,0.14,205,267,27,24,144,21.95,102,Y
3,3,1,0,0,4,2,0.33,2,2.0,1,0.5,6,1,0.0,6,2,13.83,11.25,1750.38,0.05,36,0.09,97.24,155.59,0.5,1,2,6,0.2,15,21,8,12,10,0.0,6,N
11,5,0,6,21,8,3,0.2,4,2.0,1,0.33,10,1,0.0,9,3,17.97,15.13,4111.99,0.09,64,0.07,228.44,271.87,0.33,2,4,9,0.06,22,42,8,11,51,75.0,15,N
7,5,2,1,2,8,3,0.18,4,2.0,3,1.0,12,1,0.0,16,1,17.66,17.5,5408.68,0.1,65,0.06,300.48,309.07,0.33,2,4,11,0.11,28,37,12,15,28,15.79,17,Y
1,3,0,0,0,4,2,0.4,2,2.0,1,0.5,6,1,0.0,5,1,7.62,8.0,487.55,0.02,17,0.13,27.09,60.94,0.5,1,2,6,0.25,8,9,4,8,8,0.0,5,N
5,7,1,21,1,12,4,0.1,6,2.0,1,0.25,15,1,0.0,20,1,42.54,15.53,10260.06,0.22,136,0.06,570.0,660.69,0.25,3,6,13,0.08,44,92,17,12,49,52.38,41,Y
7,1,2,0,7,0,1,0.17,0,0.0,1,1.0,5,1,0.0,6,0,24.59,4.05,405.89,0.03,27,0.25,22.55,99.91,1.0,0,0,6,0.05,13,14,8,5,22,53.85,6,N
1,1,0,0,0,0,1,0.13,0,0.0,1,1.0,1,1,0.0,8,2,12.08,11.0,1461.18,0.04,34,0.09,81.18,132.83,1.0,0,0,2,0.09,11,23,5,10,11,0.0,8,N
14,5,1,2,2,8,3,0.02,4,2.0,2,0.67,11,1,0.0,196,0,201.95,50.69,518878.57,3.41,1472,0.02,28826.59,10236.58,0.33,2,4,10,0.01,597,875,106,18,216,2.0,198,Y
7,5,0,0,4,8,3,0.13,4,2.0,1,0.33,13,1,0.0,23,0,28.18,21.82,13416.53,0.2,140,0.05,745.36,614.92,0.33,2,4,12,0.08,48,92,11,10,36,14.81,23,N
12,7,4,25,8,12,4,0.09,6,2.0,3,0.75,18,1,0.0,20,0,41.64,16.78,11718.04,0.23,141,0.06,651.0,698.54,0.25,3,6,16,0.06,61,80,20,11,67,62.26,45,Y
1,7,1,0,0,0,4,0.67,0,0.0,2,0.5,14,4,1.0,6,1,10.69,9.0,865.9,0.03,26,0.11,48.11,96.21,1.0,0,0,12,0.5,8,18,4,9,8,0.0,6,N
3,5,1,1,0,8,3,0.27,4,2.0,2,0.67,8,1,0.0,10,0,22.99,4.44,454.16,0.03,25,0.23,25.23,102.19,0.33,2,4,7,0.19,10,15,9,8,16,9.09,11,Y
2,5,2,0,0,0,3,0.5,0,0.0,2,0.67,11,1,0.0,6,0,18.13,7.5,1020.0,0.05,34,0.13,56.67,136.0,0.33,0,0,10,0.21,9,25,6,10,14,0.0,6,N
1,1,1,0,0,0,1,0.25,0,0.0,1,1.0,2,1,0.0,4,1,13.95,2.5,87.17,0.01,11,0.4,4.84,34.87,1.0,0,0,3,0.14,4,7,4,5,7,0.0,4,N
27,29,4,0,10,46,15,0.19,18,2.56,9,0.6,58,14,0.93,80,1,40.31,61.67,153302.39,0.83,430,0.02,8516.8,2485.98,0.93,14,23,45,0.12,148,282,30,25,128,11.11,80,N
3,37,4,0,4,0,20,0.43,0,0.0,7,0.35,72,12,0.58,47,2,25.93,65.0,109570.84,0.56,289,0.02,6087.27,1685.71,0.6,0,0,54,0.36,117,172,27,30,55,7.84,47,N
9,11,1,6,10,20,6,0.15,10,2.0,3,0.5,22,6,1.0,33,1,28.62,39.24,44060.1,0.37,211,0.03,2447.78,1122.93,1.0,5,10,18,0.1,71,140,19,21,60,32.65,39,N
2,7,3,0,0,0,4,0.5,0,0.0,3,0.75,16,1,0.0,8,0,20.0,10.21,2087.05,0.07,49,0.1,115.95,204.33,0.25,0,0,14,0.25,13,36,7,11,16,0.0,8,N
2,1,0,0,0,0,1,0.33,0,0.0,1,1.0,1,1,0.0,3,0,14.34,3.5,175.66,0.02,14,0.29,9.76,50.19,1.0,0,0,2,0.04,5,9,5,7,23,0.0,3,N
1,3,2,0,0,0,2,0.4,0,0.0,2,1.0,8,1,0.0,5,2,11.58,6.75,527.43,0.03,20,0.15,29.3,78.14,0.5,0,0,8,0.29,9,11,6,9,7,0.0,5,N
30,11,2,9,17,20,6,0.19,10,2.0,5,0.83,24,1,0.0,23,1,30.74,15.56,7439.0,0.16,94,0.06,413.28,478.22,0.17,5,10,20,0.08,35,59,18,16,80,53.06,32,N
5,67,16,1,1,0,34,0.37,0,0.0,30,0.88,153,17,0.48,90,2,77.21,42.88,141975.76,1.1,542,0.02,7887.54,3310.82,0.5,0,0,121,0.35,243,299,51,18,98,2.17,91,N
13,11,3,3,5,20,6,0.21,10,2.0,3,0.5,27,1,0.0,25,0,29.42,20.92,12878.64,0.21,121,0.05,715.48,615.58,0.17,5,10,23,0.13,53,68,19,15,48,24.24,28,N
0,3,1,0,0,0,2,0.33,0,0.0,2,1.0,6,1,0.0,6,1,11.86,8.67,890.92,0.03,27,0.12,49.5,102.8,0.5,0,0,6,0.29,13,14,6,8,7,0.0,6,N
26,34,19,1,6,32,25,0.21,16,2.0,25,1.0,74,8,0.29,116,1,53.9,42.21,96014.07,0.76,354,0.02,5334.11,2274.9,0.32,8,16,51,0.17,123,231,51,35,151,5.69,117,N
1,1,1,0,0,0,1,0.2,0,0.0,1,1.0,2,1,0.0,5,0,13.32,3.5,163.12,0.02,13,0.29,9.06,46.6,1.0,0,0,3,0.13,5,8,5,7,8,0.0,5,N
8,3,0,0,0,4,2,0.13,2,2.0,1,0.5,7,1,0.0,15,0,12.49,28.7,10288.84,0.12,100,0.03,571.6,358.5,0.5,1,2,7,0.08,41,59,5,7,25,0.0,15,N
12,7,4,4,6,10,4,0.12,4,2.5,3,0.75,17,3,0.67,29,1,52.95,17.71,16602.83,0.31,175,0.06,922.38,937.57,0.75,3,5,15,0.08,50,125,24,17,53,25.64,33,N
1,9,2,0,0,0,5,0.5,0,0.0,4,0.8,21,1,0.0,10,0,17.05,15.58,4140.26,0.09,65,0.06,230.01,265.69,0.2,0,0,18,0.29,17,48,6,11,17,0.0,10,N
1,11,2,0,0,0,6,0.33,0,0.0,2,0.33,21,6,1.0,18,4,19.44,20.64,8283.77,0.13,81,0.05,460.21,401.29,1.0,0,0,17,0.3,34,47,14,17,20,0.0,18,N
1,5,1,0,0,0,3,0.2,0,0.0,1,0.33,9,3,1.0,15,1,28.29,26.03,19171.54,0.25,146,0.04,1065.09,736.48,1.0,0,0,8,0.18,49,97,16,17,17,0.0,15,N
11,3,3,6,3,4,2,0.09,2,2.0,1,0.5,8,1,0.0,16,0,38.22,12.32,5796.41,0.16,95,0.08,322.02,470.65,0.5,1,2,8,0.05,39,56,19,12,38,36.0,22,N
8,5,3,1,1,6,3,0.12,2,3.0,2,0.67,12,3,1.0,24,3,18.24,30.58,17051.32,0.19,116,0.03,947.3,557.65,1.0,2,3,11,0.08,53,63,13,15,38,7.69,25,Y
2,5,5,0,0,0,3,0.18,0,0.0,3,1.0,13,1,0.0,17,0,33.91,8.29,2327.82,0.09,63,0.12,129.32,280.94,0.33,0,0,12,0.14,29,34,14,8,21,0.0,17,N
0,1,1,1,0,0,1,0.33,0,0.0,1,1.0,2,1,0.0,2,0,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,1.0,0,0,3,0.17,2,5,2,4,6,33.33,3,N
0,1,0,0,0,0,1,0.33,0,0.0,1,1.0,1,1,0.0,3,0,10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,1.0,0,0,2,0.2,3,6,3,5,5,0.0,3,N
16,15,6,4,9,24,8,0.18,10,2.4,4,0.5,35,1,0.0,41,1,25.3,43.81,48552.55,0.37,203,0.02,2697.36,1108.26,0.13,7,12,29,0.11,80,123,21,23,72,24.07,45,Y
1,3,3,0,0,0,2,0.4,0,0.0,2,1.0,8,1,0.0,5,0,21.0,4.0,336.0,0.03,21,0.25,18.67,84.0,0.5,0,0,8,0.25,8,13,8,8,8,0.0,5,N
4,3,1,2,0,4,2,0.15,2,2.0,1,0.5,6,1,0.0,11,1,28.24,7.14,1440.99,0.07,44,0.14,80.05,201.74,0.5,1,2,6,0.11,20,24,14,10,19,15.38,13,N
5,1,2,0,1,0,1,0.14,0,0.0,1,1.0,3,1,0.0,7,1,23.5,5.5,710.97,0.04,31,0.18,39.5,129.27,1.0,0,0,4,0.07,11,20,9,9,15,12.5,7,N
1,3,0,0,0,0,2,0.33,0,0.0,1,0.5,5,1,0.0,6,1,9.6,6.13,360.21,0.02,17,0.16,20.01,58.81,0.5,0,0,5,0.22,7,10,4,7,9,0.0,6,N
45,30,5,3,36,52,16,0.27,26,2.0,13,0.81,69,16,1.0,57,0,24.44,62.25,94697.4,0.51,277,0.02,5260.97,1521.24,1.0,13,26,55,0.11,83,194,18,27,150,40.63,60,N
0,1,0,0,1,0,1,0.5,0,0.0,1,1.0,1,1,0.0,2,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,0,0,2,0.2,2,6,2,6,5,33.33,2,N
3,7,2,0,0,12,4,0.5,6,2.0,3,0.75,16,1,0.0,8,0,17.72,10.83,2080.0,0.06,48,0.09,115.56,192.0,0.25,3,6,14,0.24,13,35,6,10,17,0.0,8,N
22,9,5,8,18,8,5,0.14,4,2.0,5,1.0,22,1,0.0,27,3,30.1,21.5,13912.18,0.22,120,0.05,772.9,647.08,0.2,2,4,19,0.06,43,77,21,21,77,49.06,35,N
14,9,3,5,27,16,5,0.23,8,2.0,4,0.8,19,4,0.75,17,3,25.65,19.5,9755.09,0.17,94,0.05,541.95,500.26,0.8,4,8,16,0.08,39,55,20,20,66,65.31,22,N
3,5,0,2,5,8,3,0.38,4,2.0,1,0.33,10,1,0.0,6,3,11.15,13.0,1884.3,0.05,33,0.08,104.68,144.95,0.33,2,4,9,0.15,13,20,7,14,20,53.85,8,Y
4,11,2,12,0,20,6,0.18,10,2.0,2,0.33,27,3,0.4,22,3,18.18,29.14,15444.09,0.18,108,0.03,858.0,529.94,0.5,5,10,23,0.14,51,57,14,16,42,35.29,34,Y
2,5,2,0,0,0,3,0.43,0,0.0,2,0.67,11,1,0.0,7,0,18.58,9.43,1651.29,0.06,42,0.11,91.74,175.14,0.33,0,0,10,0.2,12,30,7,11,15,0.0,7,N
2,1,1,0,1,0,1,0.5,0,0.0,1,1.0,2,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,3,0.14,1,3,1,3,7,33.33,2,N
3,1,0,1,0,0,1,0.25,0,0.0,1,1.0,1,1,0.0,3,0,11.58,2.67,82.35,0.01,11,0.38,4.57,30.88,1.0,0,0,2,0.1,4,7,3,4,10,25.0,4,Y
2,1,0,1,0,0,1,0.14,0,0.0,1,1.0,1,1,0.0,6,0,15.39,10.56,1716.57,0.05,37,0.09,95.37,162.52,1.0,0,0,2,0.09,13,24,8,13,11,14.29,7,N
1,3,0,0,0,0,2,0.4,0,0.0,1,0.5,5,1,0.0,5,1,6.77,9.0,548.5,0.02,17,0.11,30.47,60.94,0.5,0,0,5,0.25,6,11,3,9,8,0.0,5,N
1,3,1,0,0,0,2,0.5,0,0.0,1,0.5,6,1,0.0,4,0,16.07,4.5,325.53,0.02,19,0.22,18.08,72.34,0.5,0,0,6,0.18,5,14,5,9,11,0.0,4,N
17,11,3,13,6,16,6,0.17,6,2.67,4,0.67,21,5,0.8,23,1,24.52,21.38,11200.69,0.17,103,0.05,622.26,524.01,0.83,5,8,17,0.1,38,65,16,18,61,45.24,36,Y
1,16,3,0,0,0,10,0.43,0,0.0,9,0.9,42,1,0.0,23,3,19.68,29.22,16802.56,0.19,114,0.03,933.48,575.06,0.1,0,0,34,0.4,55,59,16,17,25,0.0,23,N
